Electric field distortions due to the shape of the Endcaps; R,Z and Dist Int in cm
Source: Howard Wieman May 2001 - Done in MathCad on his laptop
33 steps in R
12 steps in Phi
69 steps in Z
     R          Phi          Z      R Integral  Phi Integral 
   59.5       4.189         160     0.03354    -0.00294 
   64.5       4.189         160     0.02135   -0.003518 
   79.5       4.189         160    0.004295   -0.004129 
   84.5       4.189         160    0.003732   -0.004124 
   99.5       4.189         160   -0.005569   -0.004082 
  104.5       4.189         160   -0.007593   -0.004064 
  119.5       4.189         160   -0.006806   -0.003709 
  124.5       4.189         160   -0.009254   -0.003615 
  139.5       4.189         160    -0.01136    -0.00314 
  144.5       4.189         160     -0.0101   -0.003012 
  159.5       4.189         160    -0.01349   -0.002488 
  164.5       4.189         160    -0.01312   -0.002234 
  179.5       4.189         160    -0.01559   -0.001619 
  184.5       4.189         160    -0.01407   -0.001312 
    199       4.189         160    -0.02522  -0.0001734 
  199.3       4.189         160    -0.02569  -0.0001319 
  199.5       4.189         160    -0.02604 -8.875e-005 
    202       4.189         160           0           0 
  209.5       4.189         160           0           0 
    212       4.189         160           0           0 
  219.5       4.189         160           0           0 
    222       4.189         160           0           0 
   14.5       4.712         160           0           0 
     17       4.712         160           0           0 
   24.5       4.712         160           0           0 
     27       4.712         160           0           0 
   34.5       4.712         160           0           0 
     37       4.712         160           0           0 
   44.5       4.712         160           0           0 
     47       4.712         160           0           0 
     49       4.712         160       0.144  -0.0004104 
     50       4.712         160      0.1099  -0.0008058 
     51       4.712         160     0.07497   -0.001143 
   59.5       4.712         160     0.02877   -0.002117 
   64.5       4.712         160     0.01772   -0.002424 
   79.5       4.712         160    0.004262   -0.002539 
   84.5       4.712         160  -0.0008212   -0.002826 
   99.5       4.712         160   -0.006181   -0.002558 
  104.5       4.712         160   -0.007594   -0.002601 
  119.5       4.712         160   -0.008518   -0.002424 
  124.5       4.712         160    -0.01054   -0.002364 
  139.5       4.712         160    -0.01024   -0.002175 
  144.5       4.712         160    -0.01095    -0.00203 
  159.5       4.712         160    -0.01189   -0.001713 
  164.5       4.712         160     -0.0119   -0.001614 
  179.5       4.712         160   -0.009153   -0.001107 
  184.5       4.712         160      -0.011  -0.0009359 
    199       4.712         160   -0.003674  -0.0001079 
  199.3       4.712         160    -0.00334 -8.089e-005 
  199.5       4.712         160   -0.003091 -5.392e-005 
    202       4.712         160           0           0 
  209.5       4.712         160           0           0 
    212       4.712         160           0           0 
  219.5       4.712         160           0           0 
    222       4.712         160           0           0 
   14.5       5.236         160           0           0 
     17       5.236         160           0           0 
   24.5       5.236         160           0           0 
     27       5.236         160           0           0 
   34.5       5.236         160           0           0 
     37       5.236         160           0           0 
   44.5       5.236         160           0           0 
     47       5.236         160           0           0 
     49       5.236         160      0.1394  9.212e-005 
     50       5.236         160      0.1047   0.0001352 
     51       5.236         160     0.07044   0.0001163 
   59.5       5.236         160     0.03055  9.062e-005 
   64.5       5.236         160     0.01429   0.0003063 
   79.5       5.236         160    0.005075   0.0003923 
   84.5       5.236         160    0.002356   0.0007455 
   99.5       5.236         160   -0.007056   0.0008375 
  104.5       5.236         160   -0.005819    0.001138 
  119.5       5.236         160    -0.01024    0.001428 
  124.5       5.236         160   -0.008731    0.001598 
  139.5       5.236         160     -0.0102    0.001983 
  144.5       5.236         160     -0.0101    0.002059 
  159.5       5.236         160   -0.008332    0.002341 
  164.5       5.236         160    -0.00978    0.002357 
  179.5       5.236         160   -0.009127    0.002246 
  184.5       5.236         160   -0.008682    0.002067 
    199       5.236         160    -0.01778   0.0003898 
  199.3       5.236         160     -0.0184   0.0002958 
  199.5       5.236         160    -0.01885   0.0001988 
    202       5.236         160           0           0 
  209.5       5.236         160           0           0 
    212       5.236         160           0           0 
  219.5       5.236         160           0           0 
    222       5.236         160           0           0 
   14.5        5.76         160           0           0 
     17        5.76         160           0           0 
   24.5        5.76         160           0           0 
     27        5.76         160           0           0 
   34.5        5.76         160           0           0 
     37        5.76         160           0           0 
   44.5        5.76         160           0           0 
     47        5.76         160           0           0 
     49        5.76         160      0.1403   0.0002505 
     50        5.76         160      0.1101   0.0005761 
     51        5.76         160     0.07836   0.0009434 
   59.5        5.76         160     0.02772    0.002094 
   64.5        5.76         160     0.02085    0.002188 
   79.5        5.76         160    0.002742    0.002673 
   84.5        5.76         160   0.0007415    0.002787 
   99.5        5.76         160   -0.003406    0.002977 
  104.5        5.76         160    -0.00711    0.002921 
  119.5        5.76         160    -0.00297    0.003128 
  124.5        5.76         160   -0.005242    0.003106 
  139.5        5.76         160   -0.007585    0.003205 
  144.5        5.76         160   -0.005391    0.003141 
  159.5        5.76         160   -0.009498    0.002974 
  164.5        5.76         160    -0.00945    0.002964 
  179.5        5.76         160    -0.01352    0.002387 
  184.5        5.76         160    -0.01441     0.00215 
    199        5.76         160    -0.06212   0.0003484 
  199.3        5.76         160    -0.06438   0.0002637 
  199.5        5.76         160    -0.06603   0.0001769 
    202        5.76         160           0           0 
  209.5        5.76         160           0           0 
    212        5.76         160           0           0 
  219.5        5.76         160           0           0 
    222        5.76         160           0           0 
   14.5           0         170           0           0 
     17           0         170           0           0 
   24.5           0         170           0           0 
     27           0         170           0           0 
   34.5           0         170           0           0 
     37           0         170           0           0 
   44.5           0         170           0           0 
     47           0         170           0           0 
     49           0         170      0.1459   0.0003582 
     50           0         170      0.1119   0.0006253 
     51           0         170     0.07673   0.0008325 
   59.5           0         170     0.02736    0.002003 
   64.5           0         170     0.01756    0.002507 
   79.5           0         170     0.00311    0.002809 
   84.5           0         170   0.0001461    0.002536 
   99.5           0         170   -0.002794    0.002319 
  104.5           0         170   -0.006828    0.002204 
  119.5           0         170   -0.002813    0.001641 
  124.5           0         170   -0.004382     0.00141 
  139.5           0         170   -0.007028     0.00072 
  144.5           0         170   -0.005281   0.0006011 
  159.5           0         170    -0.00931 -4.829e-005 
  164.5           0         170   -0.009779  -0.0003046 
  179.5           0         170     -0.0129  -0.0006866 
  184.5           0         170    -0.01585  -0.0007818 
    199           0         170    -0.06545  -0.0002077 
  199.3           0         170    -0.06775  -0.0001574 
  199.5           0         170    -0.06943  -0.0001056 
    202           0         170           0           0 
  209.5           0         170           0           0 
    212           0         170           0           0 
  219.5           0         170           0           0 
    222           0         170           0           0 
   14.5      0.5236         170           0           0 
     17      0.5236         170           0           0 
   24.5      0.5236         170           0           0 
     27      0.5236         170           0           0 
   34.5      0.5236         170           0           0 
     37      0.5236         170           0           0 
   44.5      0.5236         170           0           0 
     47      0.5236         170           0           0 
     49      0.5236         170      0.1599   0.0008532 
     50      0.5236         170       0.121    0.001429 
     51      0.5236         170      0.0819    0.001659 
   59.5      0.5236         170      0.0338    0.002584 
   64.5      0.5236         170      0.0184    0.002743 
   79.5      0.5236         170    0.007158    0.002734 
   84.5      0.5236         170    0.004149    0.002806 
   99.5      0.5236         170   -0.004788    0.002284 
  104.5      0.5236         170   -0.004173    0.002038 
  119.5      0.5236         170   -0.008316    0.001295 
  124.5      0.5236         170   -0.007505    0.001142 
  139.5      0.5236         170    -0.01064     0.00033 
  144.5      0.5236         170    -0.01046 -5.335e-006 
  159.5      0.5236         170    -0.01113  -0.0007119 
  164.5      0.5236         170    -0.01297  -0.0009405 
  179.5      0.5236         170    -0.01386   -0.001421 
  184.5      0.5236         170    -0.01457   -0.001486 
    199      0.5236         170    -0.03097   -0.000378 
  199.3      0.5236         170    -0.03186  -0.0002878 
  199.5      0.5236         170    -0.03251  -0.0001939 
    202      0.5236         170           0           0 
  209.5      0.5236         170           0           0 
    212      0.5236         170           0           0 
  219.5      0.5236         170           0           0 
    222      0.5236         170           0           0 
   14.5       1.047         170           0           0 
     17       1.047         170           0           0 
   24.5       1.047         170           0           0 
     27       1.047         170           0           0 
   34.5       1.047         170           0           0 
     37       1.047         170           0           0 
   44.5       1.047         170           0           0 
     47       1.047         170           0           0 
     49       1.047         170      0.1712   0.0003371 
     50       1.047         170      0.1321    0.000727 
     51       1.047         170     0.09177    0.001156 
   59.5       1.047         170      0.0349    0.002481 
   64.5       1.047         170      0.0234      0.0028 
   79.5       1.047         170    0.006754    0.002985 
   84.5       1.047         170    0.003489    0.002949 
   99.5       1.047         170   -0.004312    0.002678 
  104.5       1.047         170   -0.006455    0.002591 
  119.5       1.047         170   -0.006924    0.002274 
  124.5       1.047         170    -0.01063    0.002075 
  139.5       1.047         170    -0.01181    0.001694 
  144.5       1.047         170     -0.0124    0.001558 
  159.5       1.047         170     -0.0165    0.001054 
  164.5       1.047         170    -0.01627   0.0009233 
  179.5       1.047         170    -0.01716    0.000416 
  184.5       1.047         170    -0.01754    0.000303 
    199       1.047         170    -0.01269 -1.356e-005 
  199.3       1.047         170    -0.01243 -1.094e-005 
  199.5       1.047         170    -0.01223 -7.597e-006 
    202       1.047         170           0           0 
  209.5       1.047         170           0           0 
    212       1.047         170           0           0 
  219.5       1.047         170           0           0 
    222       1.047         170           0           0 
   14.5       1.571         170           0           0 
     17       1.571         170           0           0 
   24.5       1.571         170           0           0 
     27       1.571         170           0           0 
   34.5       1.571         170           0           0 
     37       1.571         170           0           0 
   44.5       1.571         170           0           0 
     47       1.571         170           0           0 
     49       1.571         170      0.1824   0.0003017 
     50       1.571         170        0.14   0.0004924 
     51       1.571         170     0.09684   0.0005858 
   59.5       1.571         170     0.03891     0.00132 
   64.5       1.571         170     0.02288    0.001607 
   79.5       1.571         170    0.007489    0.001865 
   84.5       1.571         170    0.004489    0.001676 
   99.5       1.571         170   -0.004551    0.001644 
  104.5       1.571         170   -0.006662    0.001562 
  119.5       1.571         170   -0.008488    0.001303 
  124.5       1.571         170    -0.01023    0.001218 
  139.5       1.571         170    -0.01397   0.0008754 
  144.5       1.571         170    -0.01363   0.0008356 
  159.5       1.571         170    -0.01759   0.0005208 
  164.5       1.571         170    -0.01834   0.0004098 
  179.5       1.571         170    -0.01929    0.000175 
  184.5       1.571         170    -0.01956  9.066e-005 
    199       1.571         170    -0.01615  2.583e-006 
  199.3       1.571         170    -0.01592  2.741e-006 
  199.5       1.571         170    -0.01575  2.283e-006 
    202       1.571         170           0           0 
  209.5       1.571         170           0           0 
    212       1.571         170           0           0 
  219.5       1.571         170           0           0 
    222       1.571         170           0           0 
   14.5       2.094         170           0           0 
     17       2.094         170           0           0 
   24.5       2.094         170           0           0 
     27       2.094         170           0           0 
   34.5       2.094         170           0           0 
     37       2.094         170           0           0 
   44.5       2.094         170           0           0 
     47       2.094         170           0           0 
     49       2.094         170      0.1893   0.0001918 
     50       2.094         170      0.1426   0.0002955 
     51       2.094         170     0.09585   0.0002721 
   59.5       2.094         170      0.0406  4.371e-005 
   64.5       2.094         170     0.02356 -9.661e-005 
   79.5       2.094         170      0.0108  -0.0004517 
   84.5       2.094         170     0.00458  -0.0003566 
   99.5       2.094         170   -0.005558  -0.0007227 
  104.5       2.094         170   -0.004927  -0.0008187 
  119.5       2.094         170     -0.0118   -0.001185 
  124.5       2.094         170    -0.01219   -0.001231 
  139.5       2.094         170    -0.01501   -0.001541 
  144.5       2.094         170    -0.01601   -0.001728 
  159.5       2.094         170    -0.01912   -0.001932 
  164.5       2.094         170     -0.0196   -0.001983 
  179.5       2.094         170    -0.01833   -0.001971 
  184.5       2.094         170    -0.01934   -0.001852 
    199       2.094         170    0.003225  -0.0003898 
  199.3       2.094         170     0.00421   -0.000297 
  199.5       2.094         170    0.004935  -0.0002002 
    202       2.094         170           0           0 
  209.5       2.094         170           0           0 
    212       2.094         170           0           0 
  219.5       2.094         170           0           0 
    222       2.094         170           0           0 
   14.5       2.618         170           0           0 
     17       2.618         170           0           0 
   24.5       2.618         170           0           0 
     27       2.618         170           0           0 
   34.5       2.618         170           0           0 
     37       2.618         170           0           0 
   44.5       2.618         170           0           0 
     47       2.618         170           0           0 
     49       2.618         170      0.1804  -0.0005233 
     50       2.618         170      0.1416  -0.0007848 
     51       2.618         170      0.1007  -0.0007557 
   59.5       2.618         170     0.03701   -0.001147 
   64.5       2.618         170     0.02484   -0.001353 
   79.5       2.618         170    0.005901   -0.001567 
   84.5       2.618         170    0.003406   -0.001658 
   99.5       2.618         170   -0.005497    -0.00173 
  104.5       2.618         170   -0.008909   -0.001696 
  119.5       2.618         170    -0.01004   -0.001638 
  124.5       2.618         170    -0.01348   -0.001713 
  139.5       2.618         170    -0.01635   -0.001611 
  144.5       2.618         170    -0.01614   -0.001578 
  159.5       2.618         170    -0.02154   -0.001488 
  164.5       2.618         170    -0.02093   -0.001443 
  179.5       2.618         170    -0.01868   -0.001224 
  184.5       2.618         170     -0.0172   -0.001065 
    199       2.618         170     0.03688  -0.0001949 
  199.3       2.618         170     0.03968  -0.0001484 
  199.5       2.618         170     0.04174     -0.0001 
    202       2.618         170           0           0 
  209.5       2.618         170           0           0 
    212       2.618         170           0           0 
  219.5       2.618         170           0           0 
    222       2.618         170           0           0 
   14.5       3.142         170           0           0 
     17       3.142         170           0           0 
   24.5       3.142         170           0           0 
     27       3.142         170           0           0 
   34.5       3.142         170           0           0 
     37       3.142         170           0           0 
   44.5       3.142         170           0           0 
     47       3.142         170           0           0 
     49       3.142         170      0.1756   -0.000217 
     50       3.142         170       0.134    -0.00057 
     51       3.142         170     0.09163   -0.001033 
   59.5       3.142         170     0.03589   -0.002064 
   64.5       3.142         170     0.02147   -0.002227 
   79.5       3.142         170    0.007189   -0.002047 
   84.5       3.142         170     0.00264   -0.002077 
   99.5       3.142         170   -0.006408   -0.001412 
  104.5       3.142         170   -0.007224   -0.001336 
  119.5       3.142         170    -0.01105  -0.0007235 
  124.5       3.142         170    -0.01328  -0.0004347 
  139.5       3.142         170    -0.01469   0.0001394 
  144.5       3.142         170    -0.01558   0.0004272 
  159.5       3.142         170     -0.0185    0.001034 
  164.5       3.142         170    -0.01888    0.001232 
  179.5       3.142         170    -0.01589    0.001627 
  184.5       3.142         170    -0.01604    0.001595 
    199       3.142         170     0.02662   0.0004128 
  199.3       3.142         170     0.02876   0.0003155 
  199.5       3.142         170     0.03033   0.0002131 
    202       3.142         170           0           0 
  209.5       3.142         170           0           0 
    212       3.142         170           0           0 
  219.5       3.142         170           0           0 
    222       3.142         170           0           0 
   14.5       3.665         170           0           0 
     17       3.665         170           0           0 
   24.5       3.665         170           0           0 
     27       3.665         170           0           0 
   34.5       3.665         170           0           0 
     37       3.665         170           0           0 
   44.5       3.665         170           0           0 
     47       3.665         170           0           0 
     49       3.665         170      0.1669  -0.0004838 
     50       3.665         170      0.1235  -0.0008863 
     51       3.665         170     0.08084   -0.001199 
   59.5       3.665         170     0.03525   -0.002575 
   64.5       3.665         170      0.0173   -0.002811 
   79.5       3.665         170    0.008919   -0.003057 
   84.5       3.665         170    0.003695   -0.002782 
   99.5       3.665         170   -0.005744     -0.0025 
  104.5       3.665         170   -0.004023   -0.002174 
  119.5       3.665         170    -0.01098   -0.001526 
  124.5       3.665         170    -0.01007   -0.001292 
  139.5       3.665         170    -0.01195  -0.0004811 
  144.5       3.665         170    -0.01346  -0.0002381 
  159.5       3.665         170    -0.01287   0.0005508 
  164.5       3.665         170    -0.01428    0.000739 
  179.5       3.665         170    -0.01372    0.001275 
  184.5       3.665         170    -0.01412    0.001307 
    199       3.665         170    -0.01599    0.000317 
  199.3       3.665         170    -0.01637   0.0002406 
  199.5       3.665         170    -0.01666   0.0001617 
    202       3.665         170           0           0 
  209.5       3.665         170           0           0 
    212       3.665         170           0           0 
  219.5       3.665         170           0           0 
    222       3.665         170           0           0 
   14.5       4.189         170           0           0 
     17       4.189         170           0           0 
   24.5       4.189         170           0           0 
     27       4.189         170           0           0 
   34.5       4.189         170           0           0 
     37       4.189         170           0           0 
   44.5       4.189         170           0           0 
     47       4.189         170           0           0 
     49       4.189         170      0.1472  -0.0007437 
     50       4.189         170      0.1136   -0.001221 
     51       4.189         170     0.07897   -0.001416 
   59.5       4.189         170     0.02847   -0.002653 
   64.5       4.189         170     0.01712   -0.003158 
   79.5       4.189         170    0.002306   -0.003651 
   84.5       4.189         170    0.002338   -0.003631 
   99.5       4.189         170   -0.005628   -0.003581 
  104.5       4.189         170   -0.007329   -0.003568 
  119.5       4.189         170   -0.005825   -0.003251 
  124.5       4.189         170   -0.008095   -0.003174 
  139.5       4.189         170   -0.009793    -0.00276 
  144.5       4.189         170   -0.008426   -0.002657 
  159.5       4.189         170    -0.01156   -0.002214 
  164.5       4.189         170    -0.01113   -0.001991 
  179.5       4.189         170    -0.01344   -0.001476 
  184.5       4.189         170     -0.0119   -0.001204 
    199       4.189         170    -0.02308  -0.0001669 
  199.3       4.189         170    -0.02356  -0.0001269 
  199.5       4.189         170     -0.0239 -8.548e-005 
    202       4.189         170           0           0 
  209.5       4.189         170           0           0 
    212       4.189         170           0           0 
  219.5       4.189         170           0           0 
    222       4.189         170           0           0 
   14.5       4.712         170           0           0 
     17       4.712         170           0           0 
   24.5       4.712         170           0           0 
     27       4.712         170           0           0 
   34.5       4.712         170           0           0 
     37       4.712         170           0           0 
   44.5       4.712         170           0           0 
     47       4.712         170           0           0 
     49       4.712         170       0.138  -0.0003895 
     50       4.712         170       0.104  -0.0007652 
     51       4.712         170     0.06922   -0.001084 
   59.5       4.712         170     0.02429   -0.001938 
   64.5       4.712         170     0.01402   -0.002199 
   79.5       4.712         170    0.002655   -0.002239 
   84.5       4.712         170   -0.001877   -0.002516 
   99.5       4.712         170   -0.006017    -0.00224 
  104.5       4.712         170   -0.007142   -0.002287 
  119.5       4.712         170   -0.007454    -0.00213 
  124.5       4.712         170   -0.009339    -0.00208 
  139.5       4.712         170   -0.008759   -0.001928 
  144.5       4.712         170   -0.009406   -0.001798 
  159.5       4.712         170    -0.01027   -0.001532 
  164.5       4.712         170    -0.01028   -0.001452 
  179.5       4.712         170   -0.007589   -0.001011 
  184.5       4.712         170   -0.009466  -0.0008633 
    199       4.712         170   -0.002252  -0.0001034 
  199.3       4.712         170    -0.00192 -7.756e-005 
  199.5       4.712         170   -0.001672  -5.17e-005 
    202       4.712         170           0           0 
  209.5       4.712         170           0           0 
    212       4.712         170           0           0 
  219.5       4.712         170           0           0 
    222       4.712         170           0           0 
   14.5       5.236         170           0           0 
     17       5.236         170           0           0 
   24.5       5.236         170           0           0 
     27       5.236         170           0           0 
   34.5       5.236         170           0           0 
     37       5.236         170           0           0 
   44.5       5.236         170           0           0 
     47       5.236         170           0           0 
     49       5.236         170      0.1336  8.753e-005 
     50       5.236         170     0.09902   0.0001262 
     51       5.236         170     0.06489   0.0001033 
   59.5       5.236         170     0.02624  4.852e-005 
   64.5       5.236         170     0.01073   0.0002496 
   79.5       5.236         170     0.00352   0.0002941 
   84.5       5.236         170    0.001327   0.0006333 
   99.5       5.236         170   -0.006932   0.0006833 
  104.5       5.236         170   -0.005427   0.0009697 
  119.5       5.236         170   -0.009285    0.001222 
  124.5       5.236         170    -0.00765    0.001381 
  139.5       5.236         170   -0.008853    0.001743 
  144.5       5.236         170   -0.008695    0.001816 
  159.5       5.236         170   -0.006802    0.002109 
  164.5       5.236         170    -0.00822    0.002138 
  179.5       5.236         170   -0.007505    0.002096 
  184.5       5.236         170   -0.007053     0.00195 
    199       5.236         170     -0.0162   0.0003823 
  199.3       5.236         170    -0.01681   0.0002902 
  199.5       5.236         170    -0.01727   0.0001951 
    202       5.236         170           0           0 
  209.5       5.236         170           0           0 
    212       5.236         170           0           0 
  219.5       5.236         170           0           0 
    222       5.236         170           0           0 
   14.5        5.76         170           0           0 
     17        5.76         170           0           0 
   24.5        5.76         170           0           0 
     27        5.76         170           0           0 
   34.5        5.76         170           0           0 
     37        5.76         170           0           0 
   44.5        5.76         170           0           0 
     47        5.76         170           0           0 
     49        5.76         170      0.1341   0.0002277 
     50        5.76         170      0.1041   0.0005319 
     51        5.76         170     0.07244    0.000879 
   59.5        5.76         170     0.02308    0.001898 
   64.5        5.76         170     0.01698    0.001939 
   79.5        5.76         170   0.0008882    0.002327 
   84.5        5.76         170  -0.0005853    0.002421 
   99.5        5.76         170   -0.003579    0.002578 
  104.5        5.76         170   -0.007013    0.002515 
  119.5        5.76         170   -0.002285    0.002718 
  124.5        5.76         170   -0.004412    0.002698 
  139.5        5.76         170   -0.006389    0.002818 
  144.5        5.76         170    -0.00408    0.002766 
  159.5        5.76         170    -0.00781    0.002656 
  164.5        5.76         170   -0.007616    0.002672 
  179.5        5.76         170    -0.01121    0.002201 
  184.5        5.76         170    -0.01196    0.002007 
    199        5.76         170    -0.05953   0.0003395 
  199.3        5.76         170    -0.06179    0.000257 
  199.5        5.76         170    -0.06344   0.0001724 
    202        5.76         170           0           0 
  209.5        5.76         170           0           0 
    212        5.76         170           0           0 
  219.5        5.76         170           0           0 
    222        5.76         170           0           0 
   14.5           0         180           0           0 
     17           0         180           0           0 
   24.5           0         180           0           0 
     27           0         180           0           0 
   34.5           0         180           0           0 
     37           0         180           0           0 
   44.5           0         180           0           0 
     47           0         180           0           0 
     49           0         180      0.1365   0.0003214 
     50           0         180      0.1027   0.0005538 
     51           0         180     0.06777   0.0007286 
   59.5           0         180     0.02058    0.001696 
   64.5           0         180     0.01212    0.002129 
   79.5           0         180   0.0008344    0.002349 
   84.5           0         180   -0.001402    0.002078 
   99.5           0         180   -0.002884    0.001907 
  104.5           0         180     -0.0066    0.001816 
  119.5           0         180   -0.001913    0.001346 
  124.5           0         180   -0.003317    0.001149 
  139.5           0         180   -0.005531   0.0005652 
  144.5           0         180   -0.003641   0.0004809 
  159.5           0         180   -0.007146 -7.556e-005 
  164.5           0         180   -0.007385  -0.0003074 
  179.5           0         180    -0.00961  -0.0006496 
  184.5           0         180    -0.01222  -0.0007452 
    199           0         180    -0.06134  -0.0002046 
  199.3           0         180    -0.06364   -0.000155 
  199.5           0         180    -0.06533  -0.0001041 
    202           0         180           0           0 
  209.5           0         180           0           0 
    212           0         180           0           0 
  219.5           0         180           0           0 
    222           0         180           0           0 
   14.5      0.5236         180           0           0 
     17      0.5236         180           0           0 
   24.5      0.5236         180           0           0 
     27      0.5236         180           0           0 
   34.5      0.5236         180           0           0 
     37      0.5236         180           0           0 
   44.5      0.5236         180           0           0 
     47      0.5236         180           0           0 
     49      0.5236         180      0.1495   0.0008142 
     50      0.5236         180      0.1109    0.001353 
     51      0.5236         180     0.07202    0.001549 
   59.5      0.5236         180     0.02632    0.002261 
   64.5      0.5236         180     0.01237    0.002347 
   79.5      0.5236         180    0.004651    0.002267 
   84.5      0.5236         180    0.002467    0.002346 
   99.5      0.5236         180   -0.004756    0.001894 
  104.5      0.5236         180   -0.003748    0.001683 
  119.5      0.5236         180   -0.007021     0.00106 
  124.5      0.5236         180    -0.00599   0.0009496 
  139.5      0.5236         180   -0.008582   0.0002658 
  144.5      0.5236         180   -0.008254 -2.915e-005 
  159.5      0.5236         180   -0.008497  -0.0006352 
  164.5      0.5236         180     -0.0102  -0.0008412 
  179.5      0.5236         180    -0.01069   -0.001306 
  184.5      0.5236         180    -0.01128   -0.001387 
    199      0.5236         180    -0.02761  -0.0003707 
  199.3      0.5236         180     -0.0285  -0.0002823 
  199.5      0.5236         180    -0.02915  -0.0001902 
    202      0.5236         180           0           0 
  209.5      0.5236         180           0           0 
    212      0.5236         180           0           0 
  219.5      0.5236         180           0           0 
    222      0.5236         180           0           0 
   14.5       1.047         180           0           0 
     17       1.047         180           0           0 
   24.5       1.047         180           0           0 
     27       1.047         180           0           0 
   34.5       1.047         180           0           0 
     37       1.047         180           0           0 
   44.5       1.047         180           0           0 
     47       1.047         180           0           0 
     49       1.047         180      0.1598   0.0002996 
     50       1.047         180       0.121   0.0006543 
     51       1.047         180     0.08095     0.00105 
   59.5       1.047         180     0.02667    0.002167 
   64.5       1.047         180     0.01676    0.002411 
   79.5       1.047         180    0.003956      0.0025 
   84.5       1.047         180    0.001605    0.002458 
   99.5       1.047         180   -0.004258    0.002211 
  104.5       1.047         180   -0.005943     0.00214 
  119.5       1.047         180   -0.005372    0.001886 
  124.5       1.047         180   -0.008812    0.001712 
  139.5       1.047         180   -0.009336     0.00141 
  144.5       1.047         180   -0.009753      0.0013 
  159.5       1.047         180    -0.01344   0.0008787 
  164.5       1.047         180    -0.01312   0.0007741 
  179.5       1.047         180    -0.01386   0.0003396 
  184.5       1.047         180    -0.01425   0.0002479 
    199       1.047         180   -0.009545 -1.673e-005 
  199.3       1.047         180   -0.009287 -1.332e-005 
  199.5       1.047         180   -0.009093 -9.199e-006 
    202       1.047         180           0           0 
  209.5       1.047         180           0           0 
    212       1.047         180           0           0 
  219.5       1.047         180           0           0 
    222       1.047         180           0           0 
   14.5       1.571         180           0           0 
     17       1.571         180           0           0 
   24.5       1.571         180           0           0 
     27       1.571         180           0           0 
   34.5       1.571         180           0           0 
     37       1.571         180           0           0 
   44.5       1.571         180           0           0 
     47       1.571         180           0           0 
     49       1.571         180      0.1703   0.0002799 
     50       1.571         180      0.1282   0.0004501 
     51       1.571         180     0.08527   0.0005243 
   59.5       1.571         180     0.03009    0.001138 
   64.5       1.571         180     0.01573    0.001382 
   79.5       1.571         180    0.004396    0.001587 
   84.5       1.571         180    0.002368    0.001396 
   99.5       1.571         180   -0.004598    0.001382 
  104.5       1.571         180   -0.006213    0.001311 
  119.5       1.571         180   -0.006894    0.001093 
  124.5       1.571         180   -0.008333    0.001023 
  139.5       1.571         180    -0.01133   0.0007289 
  144.5       1.571         180    -0.01078   0.0007054 
  159.5       1.571         180    -0.01425    0.000438 
  164.5       1.571         180    -0.01489   0.0003416 
  179.5       1.571         180    -0.01562    0.000144 
  184.5       1.571         180    -0.01588  6.923e-005 
    199       1.571         180    -0.01261  1.426e-006 
  199.3       1.571         180    -0.01238  1.866e-006 
  199.5       1.571         180    -0.01221  1.688e-006 
    202       1.571         180           0           0 
  209.5       1.571         180           0           0 
    212       1.571         180           0           0 
  219.5       1.571         180           0           0 
    222       1.571         180           0           0 
   14.5       2.094         180           0           0 
     17       2.094         180           0           0 
   24.5       2.094         180           0           0 
     27       2.094         180           0           0 
   34.5       2.094         180           0           0 
     37       2.094         180           0           0 
   44.5       2.094         180           0           0 
     47       2.094         180           0           0 
     49       2.094         180      0.1769   0.0001952 
     50       2.094         180      0.1305   0.0003021 
     51       2.094         180     0.08405   0.0002817 
   59.5       2.094         180     0.03161  7.631e-005 
   64.5       2.094         180     0.01629 -5.101e-005 
   79.5       2.094         180    0.007709   -0.000363 
   84.5       2.094         180    0.002493   -0.000252 
   99.5       2.094         180   -0.005482   -0.000567 
  104.5       2.094         180   -0.004328  -0.0006453 
  119.5       2.094         180   -0.009992  -0.0009587 
  124.5       2.094         180    -0.01007  -0.0009885 
  139.5       2.094         180    -0.01212   -0.001257 
  144.5       2.094         180    -0.01293   -0.001435 
  159.5       2.094         180    -0.01565   -0.001633 
  164.5       2.094         180    -0.01607   -0.001693 
  179.5       2.094         180     -0.0149   -0.001755 
  184.5       2.094         180    -0.01602   -0.001679 
    199       2.094         180    0.006191  -0.0003782 
  199.3       2.094         180    0.007172  -0.0002884 
  199.5       2.094         180    0.007893  -0.0001945 
    202       2.094         180           0           0 
  209.5       2.094         180           0           0 
    212       2.094         180           0           0 
  219.5       2.094         180           0           0 
    222       2.094         180           0           0 
   14.5       2.618         180           0           0 
     17       2.618         180           0           0 
   24.5       2.618         180           0           0 
     27       2.618         180           0           0 
   34.5       2.618         180           0           0 
     37       2.618         180           0           0 
   44.5       2.618         180           0           0 
     47       2.618         180           0           0 
     49       2.618         180      0.1683  -0.0005022 
     50       2.618         180      0.1298   -0.000744 
     51       2.618         180     0.08927  -0.0006963 
   59.5       2.618         180     0.02831  -0.0009685 
   64.5       2.618         180     0.01783    -0.00113 
   79.5       2.618         180    0.003061   -0.001273 
   84.5       2.618         180    0.001572   -0.001353 
   99.5       2.618         180   -0.005153   -0.001411 
  104.5       2.618         180   -0.008037   -0.001376 
