STAR Bfield Maps by Foley, Love, & Trentalange (gauss,cm,degrees)
Half Field in the NORMAL direction: October 1998
57 steps in Z
28 steps in R
37 steps in Phi
   R      Z      Phi    Br      Bz        Bphi
  79.5 -170.0    0.0     0.31  2497.73    0.15
  84.5 -170.0    0.0     0.50  2497.88    0.11
  99.5 -170.0    0.0     0.47  2497.40    0.11
 104.5 -170.0    0.0     0.42  2497.48    0.15
 119.5 -170.0    0.0    -0.20  2497.34    0.11
 124.5 -170.0    0.0    -0.23  2497.54    0.13
 139.5 -170.0    0.0    -1.39  2498.02    0.20
 144.5 -170.0    0.0    -1.80  2498.36    0.26
 159.5 -170.0    0.0    -3.03  2499.85    0.15
 164.5 -170.0    0.0    -3.50  2500.59    0.20
 179.5 -170.0    0.0    -4.45  2503.09    0.19
 184.5 -170.0    0.0    -5.01  2504.65    0.26
 199.5 -170.0    0.0    -5.58  2507.73    0.23
 202.0 -170.0    0.0    -5.79  2508.65    0.30
 209.5 -170.0    0.0    -5.78  2510.20    0.36
 212.0 -170.0    0.0    -5.78  2510.99    0.34
 219.5 -170.0    0.0    -6.07  2512.64    0.39
 222.0 -170.0    0.0    -6.40  2513.42    0.45
  14.5 -160.0    0.0    -0.24  2495.95   -0.00
  17.0 -160.0    0.0    -0.25  2496.39    0.00
  24.5 -160.0    0.0    -0.45  2496.32    0.07
  27.0 -160.0    0.0    -0.37  2496.50   -0.01
  34.5 -160.0    0.0    -0.45  2496.35   -0.04
  37.0 -160.0    0.0    -0.41  2496.95   -0.03
  44.5 -160.0    0.0    -0.34  2496.71    0.03
  47.0 -160.0    0.0    -0.16  2496.97    0.03
  59.5 -160.0    0.0     0.01  2497.30    0.05
  64.5 -160.0    0.0     0.09  2497.41    0.06
  79.5 -160.0    0.0     0.34  2497.56    0.06
  84.5 -160.0    0.0     0.41  2497.75    0.09
  99.5 -160.0    0.0     0.38  2497.38    0.13
 104.5 -160.0    0.0     0.34  2497.59    0.03
 119.5 -160.0    0.0    -0.12  2497.82    0.14
 124.5 -160.0    0.0    -0.05  2498.14    0.17
 139.5 -160.0    0.0    -0.84  2498.77    0.15
 144.5 -160.0    0.0    -1.07  2499.26    0.14
 159.5 -160.0    0.0    -1.85  2500.75    0.22
 164.5 -160.0    0.0    -2.16  2501.50    0.20
 179.5 -160.0    0.0    -2.63  2503.86    0.16
 184.5 -160.0    0.0    -2.98  2505.24    0.24
 199.5 -160.0    0.0    -3.24  2508.17    0.23
 202.0 -160.0    0.0    -3.57  2509.10    0.23
 209.5 -160.0    0.0    -3.57  2510.69    0.33
 212.0 -160.0    0.0    -3.71  2511.50    0.40
 219.5 -160.0    0.0    -4.37  2513.68    0.39
 222.0 -160.0    0.0    -5.02  2514.88    0.40
  14.5 -150.0    0.0    -0.12  2496.10   -0.00
  17.0 -150.0    0.0    -0.07  2496.56    0.00
  24.5 -150.0    0.0    -0.23  2496.48    0.03
  27.0 -150.0    0.0    -0.08  2496.61   -0.04
  34.5 -150.0    0.0    -0.19  2496.45   -0.06
  37.0 -150.0    0.0    -0.15  2496.98   -0.04
  44.5 -150.0    0.0    -0.03  2496.70    0.05
  47.0 -150.0    0.0     0.12  2496.88    0.07
  59.5 -150.0    0.0     0.20  2497.25    0.03
  64.5 -150.0    0.0     0.34  2497.29    0.05
  79.5 -150.0    0.0     0.46  2497.44    0.05
  84.5 -150.0    0.0     0.60  2497.68    0.14
  99.5 -150.0    0.0     0.56  2497.44    0.01
 104.5 -150.0    0.0     0.57  2497.68    0.11
 119.5 -150.0    0.0     0.25  2498.08    0.07
 124.5 -150.0    0.0     0.39  2498.46    0.10
 139.5 -150.0    0.0    -0.13  2499.22    0.11
 144.5 -150.0    0.0    -0.18  2499.69    0.16
 159.5 -150.0    0.0    -0.60  2501.24    0.16
 164.5 -150.0    0.0    -0.65  2501.97    0.21
 179.5 -150.0    0.0    -0.77  2504.21    0.18
 184.5 -150.0    0.0    -1.04  2505.56    0.20
 199.5 -150.0    0.0    -0.92  2508.26    0.23
 202.0 -150.0    0.0    -1.04  2509.21    0.26
 209.5 -150.0    0.0    -0.90  2510.91    0.31
 212.0 -150.0    0.0    -0.91  2511.90    0.33
 219.5 -150.0    0.0    -1.18  2514.58    0.34
 222.0 -150.0    0.0    -1.62  2516.13    0.42
  14.5 -140.0    0.0     0.01  2496.32    0.00
  17.0 -140.0    0.0     0.04  2496.59   -0.00
  24.5 -140.0    0.0    -0.07  2496.55    0.00
  27.0 -140.0    0.0     0.09  2496.67   -0.01
  34.5 -140.0    0.0    -0.07  2496.45   -0.04
  37.0 -140.0    0.0     0.07  2496.97    0.02
  44.5 -140.0    0.0     0.04  2496.68   -0.08
  47.0 -140.0    0.0     0.33  2496.88    0.05
  59.5 -140.0    0.0     0.32  2497.22   -0.03
  64.5 -140.0    0.0     0.54  2497.10    0.06
  79.5 -140.0    0.0     0.56  2497.33    0.06
  84.5 -140.0    0.0     0.73  2497.58    0.10
  99.5 -140.0    0.0     0.70  2497.51    0.06
 104.5 -140.0    0.0     0.80  2497.70    0.10
 119.5 -140.0    0.0     0.60  2498.23    0.06
 124.5 -140.0    0.0     0.77  2498.59    0.13
 139.5 -140.0    0.0     0.56  2499.45    0.14
 144.5 -140.0    0.0     0.60  2499.92    0.16
 159.5 -140.0    0.0     0.59  2501.40    0.14
 164.5 -140.0    0.0     0.64  2502.05    0.15
 179.5 -140.0    0.0     0.86  2504.23    0.12
 184.5 -140.0    0.0     0.83  2505.47    0.21
 199.5 -140.0    0.0     1.32  2508.04    0.19
 202.0 -140.0    0.0     1.27  2508.90    0.24
 209.5 -140.0    0.0     1.78  2510.48    0.20
 212.0 -140.0    0.0     1.97  2511.44    0.31
 219.5 -140.0    0.0     2.55  2514.03    0.30
 222.0 -140.0    0.0     2.59  2515.50    0.34
  14.5 -130.0    0.0     0.01  2496.32    0.00
  17.0 -130.0    0.0     0.08  2496.60    0.00
  24.5 -130.0    0.0     0.02  2496.50   -0.00
  27.0 -130.0    0.0     0.15  2496.66   -0.00
  34.5 -130.0    0.0     0.08  2496.44   -0.08
  37.0 -130.0    0.0     0.19  2496.90   -0.06
  44.5 -130.0    0.0     0.20  2496.59   -0.02
  47.0 -130.0    0.0     0.44  2496.70    0.06
  59.5 -130.0    0.0     0.42  2497.07   -0.07
  64.5 -130.0    0.0     0.64  2496.96    0.07
  79.5 -130.0    0.0     0.67  2497.20   -0.02
  84.5 -130.0    0.0     0.88  2497.43    0.07
  99.5 -130.0    0.0     0.90  2497.41   -0.02
 104.5 -130.0    0.0     1.03  2497.65    0.05
 119.5 -130.0    0.0     1.00  2498.13   -0.03
 124.5 -130.0    0.0     1.27  2498.60    0.09
 139.5 -130.0    0.0     1.27  2499.37    0.06
 144.5 -130.0    0.0     1.41  2499.84    0.15
 159.5 -130.0    0.0     1.70  2501.22    0.08
 164.5 -130.0    0.0     1.87  2501.90    0.17
 179.5 -130.0    0.0     2.43  2503.86    0.06
 184.5 -130.0    0.0     2.49  2505.09    0.21
 199.5 -130.0    0.0     3.36  2507.24    0.14
 202.0 -130.0    0.0     3.32  2508.09    0.22
 209.5 -130.0    0.0     4.08  2509.41    0.20
 212.0 -130.0    0.0     4.46  2510.17    0.28
 219.5 -130.0    0.0     5.36  2511.90    0.17
 222.0 -130.0    0.0     5.61  2513.11    0.33
  14.5 -120.0    0.0     0.06  2496.29    0.00
  17.0 -120.0    0.0     0.12  2496.45    0.00
  24.5 -120.0    0.0     0.04  2496.45    0.01
  27.0 -120.0    0.0     0.23  2496.51    0.01
  34.5 -120.0    0.0     0.15  2496.39   -0.10
  37.0 -120.0    0.0     0.21  2496.74    0.01
  44.5 -120.0    0.0     0.21  2496.57   -0.02
  47.0 -120.0    0.0     0.48  2496.63    0.00
  59.5 -120.0    0.0     0.52  2496.89    0.01
  64.5 -120.0    0.0     0.70  2496.78    0.01
  79.5 -120.0    0.0     0.81  2497.11   -0.01
  84.5 -120.0    0.0     1.04  2497.20    0.01
  99.5 -120.0    0.0     1.08  2497.27    0.02
 104.5 -120.0    0.0     1.23  2497.39    0.06
 119.5 -120.0    0.0     1.37  2497.94    0.06
 124.5 -120.0    0.0     1.67  2498.28    0.05
 139.5 -120.0    0.0     1.98  2499.16    0.08
 144.5 -120.0    0.0     2.20  2499.47    0.05
 159.5 -120.0    0.0     2.71  2500.81    0.12
 164.5 -120.0    0.0     2.89  2501.36    0.15
 179.5 -120.0    0.0     3.82  2503.25    0.08
 184.5 -120.0    0.0     3.98  2504.26    0.15
 199.5 -120.0    0.0     5.08  2506.28    0.16
 202.0 -120.0    0.0     5.07  2507.00    0.15
 209.5 -120.0    0.0     5.87  2508.20    0.15
 212.0 -120.0    0.0     6.07  2508.76    0.24
 219.5 -120.0    0.0     6.60  2509.97    0.24
 222.0 -120.0    0.0     6.65  2510.82    0.25
  14.5 -110.0    0.0     0.11  2496.21   -0.00
  17.0 -110.0    0.0     0.23  2496.42   -0.00
  24.5 -110.0    0.0     0.18  2496.31    0.01
  27.0 -110.0    0.0     0.42  2496.37   -0.01
  34.5 -110.0    0.0     0.24  2496.24    0.01
  37.0 -110.0    0.0     0.35  2496.53   -0.06
  44.5 -110.0    0.0     0.34  2496.41    0.00
  47.0 -110.0    0.0     0.64  2496.43   -0.01
