# $Id: steel_magfieldmap.dat,v 1.1 2007/08/24 14:52:43 fisyak Exp $
# $Log: steel_magfieldmap.dat,v $
# Revision 1.1  2007/08/24 14:52:43  fisyak
# Add mag. field map in steel
#
#Magentic field map was calculated by Wuzheng Meng from CAD.
#This calculation was done in the 3D OPERA frame.
#The magnetic steel and coils were in the simulation. 
#z 0-150 cm, phi 0-12 degree,r 222-440cm.
#115 r bin from 222-440cm
#16 z bin  from 0 to 150 cm.
#25 phi bin from 0 to 12 degree. 
#Please note br(phi)=br(phi+12*N),  bphi(phi)=bphi(phi+12*N),  bz(phi)=bz(phi+12*N);
# r     z   phi    bx        bz   by
---------------------------------------------------------< start of table
431    100    11    -5.06935    -11.9208    -1.02468
431    110    11    -5.62587    -12.0854    -1.13718
431    120    11    -6.19825    -12.272    -1.25288
431    130    11    -6.78992    -12.4849    -1.37248
431    140    11    -7.40301    -12.7271    -1.49642
431    150    11    -8.03896    -13.0011    -1.62497
434    0    11    0    -11.3558    0
434    10    11    -0.481735    -11.3634    -0.0974907
434    20    11    -0.964309    -11.3845    -0.195156
434    30    11    -1.44851    -11.4193    -0.293157
434    40    11    -1.93565    -11.4693    -0.391758
434    50    11    -2.42666    -11.5335    -0.491152
434    60    11    -2.92267    -11.6121    -0.591562
434    70    11    -3.42569    -11.7072    -0.693399
434    80    11    -3.93691    -11.8187    -0.7969
434    90    11    -4.45765    -11.9473    -0.902333
434    100    11    -4.9906    -12.096    -1.01024
434    110    11    -5.53724    -12.266    -1.12092
434    120    11    -6.09892    -12.4586    -1.23465
434    130    11    -6.67887    -12.6784    -1.35208
434    140    11    -7.27907    -12.9285    -1.47362
434    150    11    -7.90077    -13.2112    -1.59953
437    0    11    0    -11.5012    0
437    10    11    -0.474289    -11.5089    -0.0960973
437    20    11    -0.949413    -11.5305    -0.192369
437    30    11    -1.42614    -11.5659    -0.288972
437    40    11    -1.90574    -11.6169    -0.386164
437    50    11    -2.3891    -11.6824    -0.484125
437    60    11    -2.87727    -11.7628    -0.583068
437    70    11    -3.37218    -11.8601    -0.683384
437    80    11    -3.87493    -11.9743    -0.785297
437    90    11    -4.38677    -12.1061    -0.889059
437    100    11    -4.91023    -12.2585    -0.995183
437    110    11    -5.44667    -12.4327    -1.10394
437    120    11    -5.99735    -12.6302    -1.2156
437    130    11    -6.56529    -12.8555    -1.33076
437    140    11    -7.15228    -13.1117    -1.44981
437    150    11    -7.75944    -13.4012    -1.57297
440    0    11    0    -11.6391    0
440    10    11    -0.466847    -11.6469    -0.0946824
440    20    11    -0.934502    -11.6688    -0.189533
440    30    11    -1.40371    -11.7049    -0.284705
440    40    11    -1.87567    -11.7568    -0.380445
440    50    11    -2.35124    -11.8235    -0.476924
440    60    11    -2.83143    -11.9054    -0.574346
440    70    11    -3.31804    -12.0046    -0.673082
440    80    11    -3.81211    -12.1211    -0.773343
440    90    11    -4.31483    -12.2554    -0.875366
440    100    11    -4.82855    -12.4109    -0.979633
440    110    11    -5.35456    -12.5886    -1.0864
440    120    11    -5.89401    -12.79    -1.19591
440    130    11    -6.44969    -13.0197    -1.30873
440    140    11    -7.02324    -13.2806    -1.4252
440    150    11    -7.61564    -13.5753    -1.54553
222    0    11.5    0    4923.15    0
222    10    11.5    -17.6374    4928.44    -3.584
222    20    11.5    -28.9004    4941.05    -5.87134
222    30    11.5    -32.4367    4954.27    -6.58711
222    40    11.5    -31.9222    4963.65    -6.47922
222    50    11.5    -31.9578    4969.78    -6.48366
222    60    11.5    -33.801    4976.51    -6.85613
222    70    11.5    -34.5915    4986.19    -7.01442
222    80    11.5    -31.0822    4996.73    -6.29763
222    90    11.5    -23.6532    5003.95    -4.78277
222    100    11.5    -16.0873    5006.02    -3.23912
222    110    11.5    -11.8684    5005.39    -2.37523
222    120    11.5    -10.6852    5006.45    -2.12735
222    130    11.5    -8.67591    5010.94    -1.70951
222    140    11.5    -2.65621    5016.08    -0.473476
222    150    11.5    6.49872    5017.74    1.40302
225    0    11.5    1.14291e-20    4916.85    2.242e-20
225    10    11.5    -20.6436    4923.45    -4.19452
225    20    11.5    -32.9959    4938.87    -6.70286
225    30    11.5    -35.5894    4954.29    -7.22679
225    40    11.5    -33.5564    4964.08    -6.8103
225    50    11.5    -33.0875    4969.4    -6.71251
225    60    11.5    -35.7761    4975.74    -7.25729
225    70    11.5    -37.5048    4986.45    -7.60687
225    80    11.5    -33.6519    4998.71    -6.82082
225    90    11.5    -24.6776    5006.74    -4.99241
225    100    11.5    -15.6874    5008.06    -3.15987
225    110    11.5    -11.4099    5005.98    -2.28462
225    120    11.5    -11.4293    5006.51    -2.28182
225    130    11.5    -10.3983    5012.05    -2.06343
225    140    11.5    -3.93708    5018.73    -0.738183
225    150    11.5    6.70003    5020.88    1.43908
228    0    11.5    2.37484e-20    4909.36    6.16023e-20
228    10    11.5    -24.4253    4917.69    -4.9623
228    20    11.5    -37.9817    4936.76    -7.71473
228    30    11.5    -39.1339    4954.88    -7.94545
228    40    11.5    -34.995    4964.96    -7.10109
228    50    11.5    -33.8711    4968.92    -6.87064
228    60    11.5    -37.8127    4974.52    -7.67076
228    70    11.5    -40.9353    4986.55    -8.30443
228    80    11.5    -36.6931    5001.07    -7.44005
228    90    11.5    -25.6865    5010.15    -5.1994
228    100    11.5    -14.8195    5010.41    -2.98616
228    110    11.5    -10.5187    5006.29    -2.10694
228    120    11.5    -12.2618    5006.06    -2.45527
228    130    11.5    -12.6326    5013.04    -2.5225
228    140    11.5    -5.60242    5021.79    -1.08231
228    150    11.5    7.01862    5024.58    1.49753
231    0    11.5    1.86497e-20    4900.36    8.02659e-20
231    10    11.5    -29.2262    4911    -5.93824
231    20    11.5    -44.097    4934.81    -8.95756
231    30    11.5    -43.1213    4956.27    -8.75521
231    40    11.5    -36.0918    4966.42    -7.3229
231    50    11.5    -34.1173    4968.27    -6.91954
231    60    11.5    -39.8954    4972.65    -8.09346
231    70    11.5    -45.0591    4986.38    -9.14258
231    80    11.5    -40.3655    5003.94    -8.18674
231    90    11.5    -26.672    5014.38    -5.39996
231    100    11.5    -13.3158    5013.16    -2.68083
231    110    11.5    -9.03457    5006.21    -1.806
231    120    11.5    -13.2279    5004.89    -2.65311
231    130    11.5    -15.5856    5013.83    -3.12493
231    140    11.5    -7.80276    5025.41    -1.53216
231    150    11.5    7.48254    5029.02    1.58902
234    0    11.5    3.20969e-21    4889.44    8.25667e-20
234    10    11.5    -35.3755    4903.16    -7.18932
234    20    11.5    -51.6496    4933.16    -10.494
234    30    11.5    -47.6089    4958.76    -9.66777
234    40    11.5    -36.6492    4968.69    -7.4355
234    50    11.5    -33.5608    4967.36    -6.80526
234    60    11.5    -42.0026    4969.84    -8.52097
234    70    11.5    -50.1194    4985.83    -10.1708
234    80    11.5    -44.8787    5007.46    -9.10347
234    90    11.5    -27.618    5019.69    -5.59078
234    100    11.5    -10.9442    5016.43    -2.19658
234    110    11.5    -6.72269    5005.57    -1.33396
234    120    11.5    -14.3766    5002.69    -2.88531
234    130    11.5    -19.5253    5014.35    -3.92522
234    140    11.5    -10.7183    5029.76    -2.12437
234    150    11.5    8.15039    5034.45    1.7255
237    0    11.5    1.58741e-15    4875.96    -3.61041e-15
237    10    11.5    -43.3334    4893.87    -8.8069
237    20    11.5    -61.0494    4932.01    -12.4045
237    30    11.5    -52.6694    4962.73    -10.6959
237    40    11.5    -36.4047    4972    -7.38524
237    50    11.5    -31.8296    4966.07    -6.45282
237    60    11.5    -44.1052    4965.67    -8.94814
237    70    11.5    -56.4615    4984.7    -11.4601
237    80    11.5    -50.5112    5011.84    -10.2487
237    90    11.5    -28.4969    5026.41    -5.76967
237    100    11.5    -7.38152    5020.41    -1.47269
237    110    11.5    -3.23628    5004.12    -0.625913
237    120    11.5    -15.7673    4999.02    -3.16944
237    130    11.5    -24.8149    5014.48    -5.00277
237    140    11.5    -14.5735    5035.1    -2.91105
237    150    11.5    9.11927    5041.19    1.91874
240    0    11.5    -3.32075e-14    4859.14    7.31563e-15
240    10    11.5    -53.7559    4882.79    -10.9261
240    20    11.5    -72.8431    4931.7    -14.8023
240    30    11.5    -58.394    4968.76    -11.8599
240    40    11.5    -35.0045    4976.81    -7.10102
240    50    11.5    -28.3893    4964.26    -5.75471
240    60    11.5    -46.1599    4959.56    -9.36877
240    70    11.5    -64.5838    4982.8    -13.116
240    80    11.5    -57.6352    5017.45    -11.7028
240    90    11.5    -29.2714    5035.07    -5.93388
240    100    11.5    -2.19077    5025.39    -0.425141
240    110    11.5    1.92614    5001.59    0.414478
240    120    11.5    -17.4884    4993.31    -3.53046
240    130    11.5    -31.9705    5014.16    -6.47055
240    140    11.5    -19.6622    5041.84    -3.96013
240    150    11.5    10.5156    5049.75    2.1867
243    0    11.5    -2.30306e-07    4837.85    1.67929e-07
243    10    11.5    -67.531    4869.49    -13.7237
243    20    11.5    -87.6838    4932.66    -17.814
243    30    11.5    -64.859    4977.53    -13.1683
243    40    11.5    -31.9942    4983.59    -6.48408
243    50    11.5    -22.4933    4961.75    -4.55204
243    60    11.5    -48.1146    4950.65    -9.76314
243    70    11.5    -75.206    4979.84    -15.2734
243    80    11.5    -66.7397    5024.7    -13.5526
243    90    11.5    -29.925    5046.27    -6.06753
243    100    11.5    5.14761    5031.76    1.06425
243    110    11.5    9.43575    4997.6    1.9382
243    120    11.5    -19.7202    4984.71    -3.98737
243    130    11.5    -41.7569    5013.24    -8.4633
243    140    11.5    -26.404    5050.46    -5.33428
243    150    11.5    12.4237    5060.72    2.56965
246    0    11.5    -1.81692e-06    4810.5    1.19637e-06
246    10    11.5    -85.9409    4853.42    -17.4551
246    20    11.5    -106.4    4935.57    -21.5997
246    30    11.5    -72.1444    4989.9    -14.6274
246    40    11.5    -26.8001    4993.06    -5.40551
246    50    11.5    -13.0539    4958.29    -2.60747
246    60    11.5    -49.8901    4937.63    -10.0946
246    70    11.5    -89.3936    4975.43    -18.124
246    80    11.5    -78.4512    5034.21    -15.8964
246    90    11.5    -30.4402    5060.78    -6.13341
246    100    11.5    15.3076    5040.08    3.17095
246    110    11.5    20.3037    4991.6    4.19387
246    120    11.5    -22.7388    4971.9    -4.5491
246    130    11.5    -55.2762    5011.6    -11.1536
246    140    11.5    -35.3209    5061.65    -7.08342
246    150    11.5    14.953    5074.85    3.15192
249    0    11.5    -5.8955e-07    4774.73    -1.67375e-07
249    10    11.5    -110.857    4833.91    -22.5153
249    20    11.5    -129.983    4941.37    -26.3842
249    30    11.5    -80.3092    5006.94    -16.275
249    40    11.5    -18.7217    5006.15    -3.74937
249    50    11.5    1.54567    4953.68    0.375696
249    60    11.5    -51.3266    4918.51    -10.3711
249    70    11.5    -108.685    4969.16    -22.0306
249    80    11.5    -93.4597    5046.85    -18.9317
249    90    11.5    -30.7311    5079.56    -6.17691
249    100    11.5    29.1948    5051.14    6.00955
249    110    11.5    36.1583    4982.92    7.4321
249    120    11.5    -26.8662    4952.93    -5.37444
249    130    11.5    -73.9692    5009.22    -14.9416
249    140    11.5    -46.8701    5076.31    -9.42024
249    150    11.5    18.3665    5093.09    3.85501
252    0    11.5    2.47875e-06    4727.21    -2.73305e-06
252    10    11.5    -145.031    4810.34    -29.4617
252    20    11.5    -159.505    4951.52    -32.3816
252    30    11.5    -89.3759    5029.9    -18.1111
252    40    11.5    -7.04055    5024.15    -1.36609
252    50    11.5    23.6392    4947.9    4.87733
252    60    11.5    -52.2137    4890.27    -10.5434
252    70    11.5    -135.452    4960.73    -27.4681
252    80    11.5    -112.555    5063.86    -22.8111
252    90    11.5    -30.7754    5103.76    -6.18419
252    100    11.5    47.7339    5066.21    9.77904
252    110    11.5    59.3884    4970.88    12.1536
252    120    11.5    -32.794    4924.88    -6.58777
252    130    11.5    -100.043    5006.41    -20.2565
252    140    11.5    -61.6494    5095.7    -12.4411
252    150    11.5    22.7544    5116.62    4.72899
255    0    11.5    -2.09008e-07    4662.84    1.98204e-07
255    10    11.5    -192.768    4782.13    -39.1801
255    20    11.5    -196.06    4968.1    -39.8247
255    30    11.5    -99.3366    5060.27    -20.1426
255    40    11.5    8.90377    5048.82    1.87232
255    50    11.5    56.7508    4941.52    11.6063
255    60    11.5    -52.1793    4847.98    -10.552
255    70    11.5    -173.386    4950.21    -35.2081
255    80    11.5    -136.47    5087.01    -27.6986
255    90    11.5    -30.5433    5134.76    -6.15765
255    100    11.5    71.877    5087.07    14.672
255    110    11.5    93.8913    4954.9    19.1549
255    120    11.5    -41.695    4882.94    -8.42143
255    130    11.5    -136.648    5004.14    -27.7292
255    140    11.5    -80.1319    5121.46    -16.2242
255    150    11.5    28.2165    5146.85    5.81975
258    0    11.5    -5.93502e-10    4574.28    4.23138e-11
258    10    11.5    -261.036    4749.44    -53.0221
258    20    11.5    -240.278    4994.03    -48.7615
258    30    11.5    -110.095    5099.42    -22.2904
258    40    11.5    29.3582    5082.22    6.04963
258    50    11.5    106.036    4936.65    21.6425
258    60    11.5    -50.6343    4783.43    -10.2035
258    70    11.5    -228.332    4939.02    -46.325
258    80    11.5    -165.575    5118.47    -33.5624
258    90    11.5    -30.074    5173.8    -6.03118
258    100    11.5    102.203    5116.12    20.8321
258    110    11.5    146.156    4935.27    29.7818
258    120    11.5    -55.6955    4819.22    -11.2335
258    130    11.5    -188.092    5005.12    -38.1338
258    140    11.5    -102.444    5155.41    -20.713
258    150    11.5    34.7033    5185.05    7.16059
259    0    11.5    6.35318e-15    4537.63    3.97963e-14
259    10    11.5    -290.263    4737.8    -58.9568
259    20    11.5    -256.675    5005.36    -52.0887
259    30    11.5    -113.804    5114.65    -23.0455
259    40    11.5    37.1553    5095.7    7.62615
259    50    11.5    127.294    4936.24    25.9535
259    60    11.5    -49.5948    4754.75    -10.0027
259    70    11.5    -251.876    4935.86    -51.1218
259    80    11.5    -176.364    5131.26    -35.7675
259    90    11.5    -29.8449    5188.83    -6.00013
259    100    11.5    113.678    5128.15    23.1419
259    110    11.5    169.31    4928.32    34.4675
259    120    11.5    -62.0329    4790.96    -12.5424
259    130    11.5    -209.412    5007.12    -42.4901
259    140    11.5    -110.65    5168.92    -22.4045
259    150    11.5    37.0992    5199.81    7.62215
260    0    11.5    5.67256e-14    4496.62    1.52724e-14
260    10    11.5    -323.799    4726.05    -65.783
260    20    11.5    -273.838    5018.29    -55.5848
260    30    11.5    -117.56    5131.08    -23.8135
260    40    11.5    45.3938    5110.53    9.29952
260    50    11.5    151.479    4937.04    30.871
260    60    11.5    -48.2249    4721.36    -9.73041
260    70    11.5    -278.741    4933.54    -56.598
260    80    11.5    -187.65    5145.39    -38.0746
260    90    11.5    -29.5894    5204.95    -5.95771
260    100    11.5    125.756    5141.55    25.5909
260    110    11.5    196.25    4921.56    39.9394
260    120    11.5    -69.4713    4758.08    -14.0694
260    130    11.5    -233.144    5010.54    -47.3366
260    140    11.5    -119.203    5183.66    -24.1625
260    150    11.5    39.5835    5215.66    8.11198
261    0    11.5    1.00258e-13    4450.78    -4.80254e-15
261    10    11.5    -362.598    4714.54    -73.6841
261    20    11.5    -291.683    5032.97    -59.2214
261    30    11.5    -121.353    5148.73    -24.5862
261    40    11.5    54.0196    5126.77    11.058
261    50    11.5    178.879    4939.64    36.4502
261    60    11.5    -46.4859    4682.47    -9.37868
261    70    11.5    -309.408    4932.68    -62.8471
261    80    11.5    -199.369    5160.93    -40.4679
261    90    11.5    -29.3105    5222.2    -5.90613
261    100    11.5    138.374    5156.44    28.1592
261    110    11.5    227.744    4915.53    46.3475
261    120    11.5    -78.1572    4719.76    -15.8461
261    130    11.5    -259.408    5015.92    -52.6957
261    140    11.5    -128.056    5199.7    -25.9775
261    150    11.5    42.1422    5232.64    8.62243
262    0    11.5    1.09756e-13    4399.63    -1.4995e-14
262    10    11.5    -407.981    4703.98    -82.9215
262    20    11.5    -310.093    5049.54    -62.9664
262    30    11.5    -125.167    5167.63    -25.3569
262    40    11.5    62.9654    5144.5    12.886
262    50    11.5    209.681    4944.89    42.7259
262    60    11.5    -44.3576    4637.18    -8.94343
262    70    11.5    -344.331    4934.22    -69.9572
262    80    11.5    -211.443    5177.98    -42.9284
262    90    11.5    -29.0114    5240.58    -5.84767
262    100    11.5    151.441    5172.93    30.8224
262    110    11.5    264.73    4911.14    53.8757
262    120    11.5    -88.1811    4675.04    -17.8928
262    130    11.5    -288.199    5023.9    -58.5654
262    140    11.5    -137.15    5217.09    -27.8377
262    150    11.5    44.7593    5250.77    9.14556
263    0    11.5    5.93353e-14    4342.74    -1.01642e-14
263    10    11.5    -461.865    4695.79    -93.8773
263    20    11.5    -328.923    5068.1    -66.782
263    30    11.5    -128.986    5187.8    -26.1192
263    40    11.5    72.1506    5163.77    14.7649
263    50    11.5    243.83    4953.87    49.6828
263    60    11.5    -41.8556    4584.61    -8.42794
263    70    11.5    -383.761    4939.57    -77.9755
263    80    11.5    -223.776    5196.61    -45.4336
263    90    11.5    -28.696    5260.13    -5.7846
263    100    11.5    164.847    5191.11    33.5515
263    110    11.5    308.234    4910.05    62.7267
263    120    11.5    -99.5104    4622.93    -20.2042
263    130    11.5    -319.309    5035.25    -64.9012
263    140    11.5    -146.414    5235.87    -29.7294
263    150    11.5    47.4165    5270.07    9.67325
264    0    11.5    -2.50034e-17    4279.8    1.2851e-16
264    10    11.5    -526.876    4693.44    -107.056
264    20    11.5    -347.989    5088.75    -70.6034
264    30    11.5    -132.799    5209.21    -26.8615
264    40    11.5    81.4767    5184.62    16.6629
264    50    11.5    280.833    4967.83    57.1936
264    60    11.5    -39.059    4523.96    -7.84599
264    70    11.5    -427.328    4950.63    -86.8032
264    80    11.5    -236.249    5216.86    -47.9411
264    90    11.5    -28.3657    5280.83    -5.71685
264    100    11.5    178.534    5211.04    36.3156
264    110    11.5    358.924    4915.29    73.0097
264    120    11.5    -111.91    4562.47    -22.7271
264    130    11.5    -352.202    5050.73    -71.5724
264    140    11.5    -155.765    5256.08    -31.6216
264    150    11.5    50.1004    5290.54    10.1976
265    0    11.5    -1.37134e-17    4210.54    1.26722e-16
265    10    11.5    -603.763    4705.87    -122.618
265    20    11.5    -367.114    5111.55    -74.4061
265    30    11.5    -136.586    5231.9    -27.5876
265    40    11.5    90.857    5207.09    18.5609
265    50    11.5    319.497    4987.9    65.0177
265    60    11.5    -36.0935    4454.66    -7.22544
265    70    11.5    -473.501    4969.39    -96.1335
265    80    11.5    -248.756    5238.77    -50.433
265    90    11.5    -28.0249    5302.71    -5.64416
265    100    11.5    192.364    5232.77    39.09
265    110    11.5    415.173    4931.28    84.3992
265    120    11.5    -124.912    4492.95    -25.3636
265    130    11.5    -386.042    5070.96    -78.409
265    140    11.5    -165.134    5277.75    -33.4989
265    150    11.5    52.7893    5312.2    10.7209
266    0    11.5    -4.53046e-18    4134.89    1.21918e-16
266    10    11.5    -680.426    4549.22    -138.134
266    20    11.5    -386.111    4943.83    -78.1807
266    30    11.5    -140.323    5063.19    -28.3025
266    40    11.5    100.2    5038.49    20.4518
266    50    11.5    358.03    4821.84    72.8194
266    60    11.5    -33.1165    4376.52    -6.60184
266    70    11.5    -519.522    4804.07    -105.431
266    80    11.5    -261.179    5069.67    -52.9061
266    90    11.5    -27.6816    5133.08    -5.56947
266    100    11.5    206.091    5063.62    41.8436
266    110    11.5    471.241    4768.04    95.7548
266    120    11.5    -137.877    4414.1    -27.9909
266    130    11.5    -419.762    4903.45    -85.2186
266    140    11.5    -174.445    5108.18    -35.3619
266    150    11.5    55.4541    5142.37    11.2417
267    0    11.5    2.54776e-18    4052.98    1.14101e-16
267    10    11.5    -744.798    4407.31    -151.147
267    20    11.5    -404.773    4778.23    -81.8851
267    30    11.5    -143.991    4895.75    -29.0024
267    40    11.5    109.4    4871.48    22.3143
267    50    11.5    394.691    4661.86    80.2443
267    60    11.5    -30.2966    4289.76    -6.00946
267    70    11.5    -562.625    4646.41    -114.133
267    80    11.5    -273.393    4902.21    -55.3343
267    90    11.5    -27.3404    4964.62    -5.49376
267    100    11.5    219.56    4896.26    44.5443
267    110    11.5    521.496    4615.53    105.931
267    120    11.5    -150.165    4326.24    -30.4791
267    130    11.5    -452.273    4740.67    -91.7794
267    140    11.5    -183.61    4940.05    -37.1929
267    150    11.5    58.072    4973.73    11.7552
268    0    11.5    7.52369e-18    3965.07    1.0327e-16
268    10    11.5    -797.683    4271.23    -161.821
268    20    11.5    -422.906    4614.7    -85.4796
268    30    11.5    -147.571    4729.55    -29.6835
268    40    11.5    118.356    4706.03    24.1278
268    50    11.5    428.298    4506.83    87.0521
268    60    11.5    -27.7608    4195    -5.47417
268    70    11.5    -601.295    4494.43    -121.931
268    80    11.5    -285.273    4736.35    -57.6925
268    90    11.5    -27.0052    4797.29    -5.41783
268    100    11.5    232.619    4730.63    47.1617
268    110    11.5    564.359    4469.29    114.607
268    120    11.5    -161.312    4230.11    -32.7336
268    130    11.5    -482.729    4581.99    -97.9197
268    140    11.5    -192.545    4773.33    -38.9745
268    150    11.5    60.6211    4806.23    12.2571
269    0    11.5    1.03997e-17    3871.57    8.94261e-17
269    10    11.5    -841.769    4137.52    -170.703
269    20    11.5    -440.332    4453.12    -88.9284
269    30    11.5    -151.045    4564.56    -30.342
269    40    11.5    126.974    4542.07    25.8731
269    50    11.5    458.345    4355.5    93.1399
269    60    11.5    -25.5763    4093.09    -5.0096
269    70    11.5    -635.204    4346.23    -128.759
269    80    11.5    -296.706    4572.02    -59.9579
269    90    11.5    -26.6813    4631.07    -5.34273
269    100    11.5    245.133    4566.64    49.6679
269    110    11.5    600.464    4326.35    121.91
269    120    11.5    -171.095    4126.72    -34.7089
269    130    11.5    -510.629    4426.64    -103.537
269    140    11.5    -201.171    4607.94    -40.6905
269    150    11.5    63.0805    4639.86    12.743
270    0    11.5    1.11782e-17    3772.97    7.2569e-17
270    10    11.5    -878.989    4004.8    -178.187
270    20    11.5    -456.901    4293.36    -92.2009
270    30    11.5    -154.395    4400.71    -30.9744
270    40    11.5    135.17    4379.52    27.5333
270    50    11.5    484.79    4206.79    98.4989
270    60    11.5    -23.7564    3984.95    -4.61848
270    70    11.5    -664.623    4200.43    -134.671
270    80    11.5    -307.594    4409.12    -62.1101
270    90    11.5    -26.3717    4465.9    -5.26909
270    100    11.5    256.984    4404.18    52.0391
270    110    11.5    630.859    4185.06    128.055
270    120    11.5    -179.489    4017.1    -36.4
270    130    11.5    -535.773    4273.87    -108.592
270    140    11.5    -209.414    4443.84    -42.3262
270    150    11.5    65.4292    4474.55    13.2088
271    0    11.5    9.86133e-18    3669.78    5.26992e-17
271    10    11.5    -910.673    3872.4    -184.543
271    20    11.5    -472.492    4135.25    -95.2722
271    30    11.5    -157.605    4237.97    -31.5775
271    40    11.5    142.873    4218.29    29.0938
271    50    11.5    507.83    4059.89    103.169
271    60    11.5    -22.279    3871.52    -4.29632
271    70    11.5    -690.017    4056.1    -139.762
271    80    11.5    -317.851    4247.56    -64.132
271    90    11.5    -26.0809    4301.74    -5.19782
271    100    11.5    268.077    4243.13    54.2558
271    110    11.5    656.487    4044.54    133.234
271    120    11.5    -186.59    3902.25    -37.8264
271    130    11.5    -558.164    4123.04    -113.083
271    140    11.5    -217.213    4280.94    -43.8689
271    150    11.5    67.6524    4310.25    13.6513
272    0    11.5    6.45151e-18    3562.55    2.98171e-17
272    10    11.5    -937.768    3740    -189.964
272    20    11.5    -487.01    3978.65    -98.1233
272    30    11.5    -160.661    4076.25    -32.1482
272    40    11.5    150.025    4058.26    30.5425
272    50    11.5    527.754    3914.2    107.21
272    60    11.5    -21.1048    3753.63    -4.03509
272    70    11.5    -711.867    3912.64    -144.131
272    80    11.5    -327.411    4087.21    -66.0099
272    90    11.5    -25.812    4138.52    -5.12954
272    100    11.5    278.335    4083.35    56.3028
272    110    11.5    678.117    3904.28    137.602
272    120    11.5    -192.547    3783.03    -39.0185
272    130    11.5    -577.921    3973.63    -117.036
272    140    11.5    -224.513    4119.14    -45.3078
272    150    11.5    69.7311    4146.91    14.0668
273    0    11.5    9.5093e-19    3451.8    3.92301e-18
273    10    11.5    -960.975    3607.42    -194.592
273    20    11.5    -500.388    3823.37    -100.74
273    30    11.5    -163.549    3915.48    -32.6838
273    40    11.5    156.577    3899.34    31.8701
273    50    11.5    544.867    3769.33    110.683
273    60    11.5    -20.1898    3632.03    -3.82588
273    70    11.5    -730.609    3769.68    -147.865
273    80    11.5    -336.221    3927.96    -67.7332
273    90    11.5    -25.5679    3976.18    -5.06484
273    100    11.5    287.706    3924.72    58.1689
273    110    11.5    696.358    3764.01    141.284
273    120    11.5    -197.518    3660.18    -40.0085
273    130    11.5    -595.214    3825.26    -120.485
273    140    11.5    -231.272    3958.35    -46.6339
273    150    11.5    71.6525    3984.45    14.4526
274    0    11.5    0    3338.35    0
274    10    11.5    -980.598    3474.61    -198.87
274    20    11.5    -512.42    3669.13    -103.452
274    30    11.5    -166.242    3755.44    -33.2976
274    40    11.5    162.534    3741.26    33.186
274    50    11.5    559.532    3625.02    113.859
274    60    11.5    -19.5107    3507.66    -3.66755
274    70    11.5    -746.422    3627.03    -151.281
274    80    11.5    -344.118    3769.58    -69.4961
274    90    11.5    -25.3368    3814.49    -5.0013
274    100    11.5    296.163    3766.98    60.0768
274    110    11.5    711.71    3623.67    144.599
274    120    11.5    -201.605    3534.62    -40.8893
274    130    11.5    -610.018    3677.62    -123.733
274    140    11.5    -237.354    3798.36    -48.0263
274    150    11.5    73.4853    3822.65    14.8595
275    0    11.5    0    3222.21    0
275    10    11.5    -997.368    3341.44    -202.543
275    20    11.5    -523.309    3515.92    -105.905
275    30    11.5    -168.751    3596.26    -33.8643
275    40    11.5    167.89    3584.09    34.3728
275    50    11.5    572.044    3481.02    116.581
275    60    11.5    -19.0001    3380.7    -3.54304
275    70    11.5    -759.881    3484.45    -154.202
275    80    11.5    -351.247    3612.1    -71.0885
275    90    11.5    -25.1204    3653.59    -4.94189
275    100    11.5    303.791    3610.14    61.8006
275    110    11.5    724.671    3483.03    147.41
275    120    11.5    -204.989    3406.52    -41.6239
275    130    11.5    -622.793    3530.49    -126.55
275    140    11.5    -242.875    3639.22    -49.2922
275    150    11.5    75.1603    3661.64    15.2292
276    0    11.5    0    3103.73    0
276    10    11.5    -1011.66    3207.89    -205.618
276    20    11.5    -533.074    3363.64    -108.035
276    30    11.5    -171.072    3437.9    -34.3613
276    40    11.5    172.625    3427.76    35.4067
276    50    11.5    582.619    3337.19    118.859
276    60    11.5    -18.6232    3251.53    -3.44466
276    70    11.5    -771.288    3341.81    -156.637
276    80    11.5    -357.619    3455.42    -72.4709
276    90    11.5    -24.9217    3493.43    -4.88743
276    100    11.5    310.587    3454.1    63.2975
276    110    11.5    735.557    3342.05    149.743
276    120    11.5    -207.784    3276.28    -42.2223
276    130    11.5    -633.747    3383.71    -128.923
276    140    11.5    -247.835    3480.87    -50.394
276    150    11.5    76.6568    3501.37    15.5505
277    0    11.5    0    2983.26    0
277    10    11.5    -1023.72    3073.96    -208.146
277    20    11.5    -541.708    3212.14    -109.841
277    30    11.5    -173.198    3280.26    -34.787
277    40    11.5    176.73    3272.16    36.2856
277    50    11.5    591.44    3193.44    120.727
277    60    11.5    -18.3555    3120.58    -3.3674
277    70    11.5    -780.857    3199.08    -158.631
277    80    11.5    -363.226    3299.42    -73.6414
277    90    11.5    -24.742    3333.92    -4.83821
277    100    11.5    316.545    3298.74    64.5667
277    110    11.5    744.612    3200.74    151.647
277    120    11.5    -210.074    3144.28    -42.7016
277    130    11.5    -643.025    3237.15    -130.881
277    140    11.5    -252.228    3323.19    -51.3302
277    150    11.5    77.9686    3341.76    15.822
278    0    11.5    0    2861.16    0
278    10    11.5    -1033.76    2939.68    -210.168
278    20    11.5    -549.215    3061.29    -111.324
278    30    11.5    -175.122    3123.25    -35.1403
278    40    11.5    180.199    3117.16    37.0083
