STAR Bfield Maps by Foley, Love, & Trentalange 
Full Field in the NORMAL direction: October 1998
57 steps in Z
28 steps in R
   R      Z      Br       Bz 
 144.5 -160.0    -4.34  4985.91
 159.5 -160.0    -5.97  4989.38
 164.5 -160.0    -6.68  4990.98
 179.5 -160.0    -7.78  4996.46
 184.5 -160.0    -8.47  4998.34
 199.5 -160.0    -9.00  5005.26
 202.0 -160.0    -9.59  5006.55
 209.5 -160.0    -9.65  5010.47
 212.0 -160.0   -10.24  5011.99
 219.5 -160.0   -11.32  5016.55
 222.0 -160.0   -12.88  5019.09
  14.5 -150.0    -0.23  4980.60
  17.0 -150.0    -0.56  4980.36
  24.5 -150.0    -0.41  4980.63
  27.0 -150.0    -0.70  4980.86
  34.5 -150.0    -0.51  4981.13
  37.0 -150.0    -0.80  4980.89
  44.5 -150.0    -0.60  4981.59
  47.0 -150.0    -0.82  4981.66
  59.5 -150.0    -0.39  4982.17
  64.5 -150.0    -0.63  4982.10
  79.5 -150.0    -0.21  4982.77
  84.5 -150.0    -0.44  4982.87
  99.5 -150.0    -0.29  4983.34
 104.5 -150.0    -0.64  4983.29
 119.5 -150.0    -0.88  4984.27
 124.5 -150.0    -1.40  4984.64
 139.5 -150.0    -1.96  4986.35
 144.5 -150.0    -2.60  4987.20
 159.5 -150.0    -3.13  4990.47
 164.5 -150.0    -3.72  4992.16
 179.5 -150.0    -3.73  4997.19
 184.5 -150.0    -4.34  4999.12
 199.5 -150.0    -3.79  5005.49
 202.0 -150.0    -4.41  5006.92
 209.5 -150.0    -3.65  5010.92
 212.0 -150.0    -4.17  5012.86
 219.5 -150.0    -3.83  5018.19
 222.0 -150.0    -4.95  5021.70
  14.5 -140.0    -0.12  4981.09
  17.0 -140.0    -0.29  4980.85
  24.5 -140.0    -0.19  4981.02
  27.0 -140.0    -0.34  4981.23
  34.5 -140.0    -0.23  4981.33
  37.0 -140.0    -0.36  4981.18
  44.5 -140.0    -0.27  4981.71
  47.0 -140.0    -0.34  4981.77
  59.5 -140.0    -0.06  4982.24
  64.5 -140.0    -0.18  4982.11
  79.5 -140.0     0.12  4982.85
  84.5 -140.0     0.02  4982.89
  99.5 -140.0     0.13  4983.56
 104.5 -140.0    -0.01  4983.55
 119.5 -140.0    -0.03  4984.79
 124.5 -140.0    -0.26  4985.14
 139.5 -140.0    -0.38  4987.01
 144.5 -140.0    -0.63  4987.78
 159.5 -140.0    -0.62  4991.03
 164.5 -140.0    -0.76  4992.54
 179.5 -140.0    -0.15  4997.29
 184.5 -140.0    -0.29  4998.99
 199.5 -140.0     1.03  5004.92
 202.0 -140.0     0.82  5006.18
 209.5 -140.0     2.21  5009.92
 212.0 -140.0     2.33  5011.61
 219.5 -140.0     4.41  5016.63
 222.0 -140.0     4.53  5019.80
  14.5 -130.0     0.05  4981.29
  17.0 -130.0    -0.16  4981.12
  24.5 -130.0     0.04  4981.23
  27.0 -130.0    -0.14  4981.40
  34.5 -130.0     0.07  4981.50
  37.0 -130.0    -0.13  4981.29
  44.5 -130.0     0.07  4981.76
  47.0 -130.0    -0.10  4981.81
  59.5 -130.0     0.29  4982.13
  64.5 -130.0     0.14  4982.10
  79.5 -130.0     0.55  4982.70
  84.5 -130.0     0.41  4982.87
  99.5 -130.0     0.77  4983.51
 104.5 -130.0     0.65  4983.63
 119.5 -130.0     0.97  4984.82
 124.5 -130.0     0.84  4985.29
 139.5 -130.0     1.27  4987.02
 144.5 -130.0     1.09  4987.90
 159.5 -130.0     1.89  4990.77
 164.5 -130.0     1.87  4992.31
 179.5 -130.0     3.28  4996.53
 184.5 -130.0     3.27  4998.23
 199.5 -130.0     5.43  5003.29
 202.0 -130.0     5.25  5004.51
 209.5 -130.0     7.24  5007.45
 212.0 -130.0     7.48  5008.96
 219.5 -130.0    10.40  5012.05
 222.0 -130.0    10.90  5014.52
  14.5 -120.0     0.11  4981.40
  17.0 -120.0    -0.02  4981.25
  24.5 -120.0     0.17  4981.32
  27.0 -120.0     0.05  4981.45
  34.5 -120.0     0.24  4981.45
  37.0 -120.0     0.11  4981.34
  44.5 -120.0     0.31  4981.68
  47.0 -120.0     0.20  4981.71
  59.5 -120.0     0.59  4982.04
  64.5 -120.0     0.49  4981.98
  79.5 -120.0     0.95  4982.58
  84.5 -120.0     0.88  4982.68
  99.5 -120.0     1.35  4983.35
 104.5 -120.0     1.33  4983.44
 119.5 -120.0     1.93  4984.66
 124.5 -120.0     1.94  4985.04
 139.5 -120.0     2.78  4986.74
 144.5 -120.0     2.82  4987.46
 159.5 -120.0     4.08  4990.14
 164.5 -120.0     4.34  4991.48
 179.5 -120.0     6.28  4995.32
 184.5 -120.0     6.53  4996.79
 199.5 -120.0     9.10  5001.27
 202.0 -120.0     9.06  5002.28
 209.5 -120.0    10.86  5004.69
 212.0 -120.0    11.08  5005.81
 219.5 -120.0    13.00  5007.79
 222.0 -120.0    13.03  5009.35
  14.5 -110.0     0.17  4981.32
  17.0 -110.0     0.09  4981.24
  24.5 -110.0     0.26  4981.26
  27.0 -110.0     0.21  4981.37
  34.5 -110.0     0.40  4981.38
  37.0 -110.0     0.35  4981.23
  44.5 -110.0     0.50  4981.53
  47.0 -110.0     0.43  4981.59
  59.5 -110.0     0.81  4981.76
  64.5 -110.0     0.79  4981.77
  79.5 -110.0     1.27  4982.18
  84.5 -110.0     1.32  4982.38
  99.5 -110.0     1.92  4982.92
 104.5 -110.0     2.04  4983.10
 119.5 -110.0     2.79  4984.07
 124.5 -110.0     2.95  4984.51
 139.5 -110.0     4.14  4985.91
 144.5 -110.0     4.32  4986.68
 159.5 -110.0     6.06  4988.85
 164.5 -110.0     6.54  4990.16
 179.5 -110.0     8.98  4993.41
 184.5 -110.0     9.41  4994.90
 199.5 -110.0    12.41  4998.81
 202.0 -110.0    12.40  4999.92
 209.5 -110.0    14.04  5002.22
 212.0 -110.0    14.07  5003.44
 219.5 -110.0    14.74  5005.74
 222.0 -110.0    13.98  5007.59
  14.5 -100.0     0.25  4981.17
  17.0 -100.0     0.13  4981.14
