7	6	4	172.09	96.7441	32.078	-0.0163	0.32006	-0.936	18.3383
7	6	5	171.989	96.7439	31.936	-0.0126	0.10471	-0.7205	5.99929
7	6	6	172.04	96.8307	32.094	-0.0115	0.2804	-0.6595	16.0656
7	6	7	172.139	96.8304	32.223	-0.0071	0	-0.4078	0
8	1	1	168.975	-100.8	179.408	0.02385	0.4124	1.36646	23.6286
8	1	2	168.874	-100.8	179.238	0.03039	0.14658	1.74135	8.39841
8	1	3	168.824	-100.71	179.146	0.03358	0.26889	1.9237	15.4065
8	1	4	168.924	-100.71	179.232	0.03338	0.2804	1.91262	16.0655
8	1	5	168.874	-100.63	179.175	0.03219	0.48337	1.84421	27.6952
8	1	6	168.974	-100.63	179.262	0.02504	0.33347	1.4349	19.1062
8	1	7	169.025	-100.71	179.39	0.01494	0	0.85621	0
8	2	1	169.151	-100.36	151.837	-0.0426	0.20158	-2.4397	11.5494
8	2	2	169.052	-100.36	151.714	-0.0439	0.18942	-2.5162	10.8529
8	2	3	169.002	-100.27	151.52	-0.0454	0.28996	-2.6026	16.6137
8	2	4	169.102	-100.27	151.661	-0.0481	0.34444	-2.754	19.7352
8	2	5	169.052	-100.19	151.491	-0.0391	0.11011	-2.2415	6.30872
8	2	6	169.152	-100.19	151.654	-0.0407	0.2795	-2.3324	16.0141
8	2	7	169.201	-100.27	151.825	-0.0323	0	-1.8527	0
8	3	1	169.199	-101.16	120.781	0.01574	0.4298	0.90203	24.6258
8	3	2	169.099	-101.16	120.605	0.01414	0.18209	0.81041	10.4329
8	3	3	169.049	-101.07	120.473	0.01221	0.23698	0.6998	13.5776
8	3	4	169.149	-101.07	120.633	0.01192	0.27821	0.68274	15.9402
8	3	5	169.099	-100.99	120.489	0.00954	0.45078	0.54638	25.8277
8	3	6	169.199	-100.99	120.669	0.00722	0.34233	0.41391	19.614
8	3	7	169.249	-101.07	120.772	0.00507	0	0.29069	0
8	4	1	169.597	-100.36	90.917	-0.0375	0.22405	-2.1467	12.8372
8	4	2	169.497	-100.36	90.74	-0.0308	0.16345	-1.7624	9.36501
8	4	3	169.447	-100.27	90.609	-0.0289	0.27281	-1.6577	15.6306
8	4	4	169.547	-100.27	90.756	-0.0218	0.3244	-1.2517	18.5866
8	4	5	169.497	-100.18	90.631	-0.0119	0.08947	-0.6821	5.12627
8	4	6	169.597	-100.18	90.762	-0.0121	0.30399	-0.6951	17.4173
8	4	7	169.647	-100.27	90.915	-0.0024	0	-0.1348	0
8	5	1	169.625	-101.13	59.924	0.0052	0.40967	0.29787	23.4723
8	5	2	169.526	-101.13	59.71	-0.0087	0.09971	-0.4956	5.71288
8	5	3	169.476	-101.05	59.589	-0.0104	0.28422	-0.5939	16.2843
8	5	4	169.576	-101.05	59.768	-0.0173	0.29287	-0.9921	16.7804
8	5	5	169.526	-100.96	59.589	-0.0216	0.46218	-1.2357	26.4808
8	5	6	169.626	-100.96	59.712	-0.0323	0.31536	-1.8508	18.0686
8	5	7	169.675	-101.05	59.917	-0.0313	0	-1.7954	0
8	6	1	169.84	-100.76	32.322	-0.0385	0.20274	-2.2059	11.6158
8	6	2	169.741	-100.76	32.152	-0.0252	0.18336	-1.4446	10.5059
8	6	3	169.69	-100.67	31.999	-0.0103	0.271	-0.5911	15.5269
8	6	4	169.791	-100.67	32.15	0.00483	0.30691	0.27675	17.5844
8	6	5	169.74	-100.59	32.007	0.02837	0.15473	1.62533	8.86543
8	6	6	169.841	-100.59	32.147	0.0417	0.24331	2.38935	13.9406
8	6	7	169.89	-100.67	32.281	0.04635	0	2.65584	0
9	1	1	-2.81	-196.72	179.226	0.02197	0.41138	1.25887	23.5705
9	1	2	-2.86	-196.64	179.075	0.02749	0.22746	1.57531	13.0325
9	1	3	-2.81	-196.55	178.945	0.02915	0.22714	1.67033	13.0141
9	1	4	-2.76	-196.64	179.075	0.02841	0.26975	1.62768	15.4556
9	1	5	-2.71	-196.55	178.945	0.02141	0.48181	1.22649	27.6056
9	1	6	-2.66	-196.64	179.075	0.01524	0.32944	0.87327	18.8753
9	1	7	-2.71	-196.72	179.215	0.00735	0	0.42093	0
9	2	1	-2.37	-196.72	151.733	0.00753	0.1999	0.43165	11.4533
9	2	2	-2.42	-196.63	151.578	0.01352	0.09553	0.7749	5.47321
9	2	3	-2.37	-196.54	151.451	0.01282	0.2836	0.73441	16.2488
9	2	4	-2.32	-196.63	151.577	0.01937	0.33406	1.10957	19.1401
9	2	5	-2.27	-196.54	151.451	0.02465	0.09287	1.41226	5.32114
9	2	6	-2.22	-196.63	151.608	0.02688	0.24834	1.54018	14.2288
9	2	7	-2.27	-196.72	151.739	0.02787	0	1.59702	0
9	3	1	-2.993	-197.11	120.648	0.00144	0.39977	0.08236	22.9053
9	3	2	-3.043	-197.03	120.487	0.00857	0.1848	0.49111	10.5884
9	3	3	-2.993	-196.94	120.33	0.0126	0.26061	0.72213	14.9319
9	3	4	-2.943	-197.03	120.468	0.01649	0.255	0.94479	14.6104
9	3	5	-2.893	-196.94	120.307	0.01371	0.47134	0.78546	27.0055
9	3	6	-2.843	-197.03	120.473	0.01953	0.31469	1.1191	18.0306
9	3	7	-2.893	-197.11	120.64	0.02033	0	1.16486	0
9	4	1	-2.063	-197.06	90.704	-0.3218	0.42374	-18.436	24.2782
9	4	2	-2.113	-196.97	90.548	-0.1262	0.16423	-7.2323	9.4096
9	4	3	-2.063	-196.88	90.381	-0.0688	0.33708	-3.9411	19.3134
9	4	4	-2.013	-196.97	90.544	0.18143	0.53813	10.3952	30.8324
9	4	5	-1.963	-196.88	90.382	0.43442	0.66396	24.8905	38.0423
9	4	6	-1.913	-196.97	90.538	0.51267	0.83863	29.374	48.0501
9	4	7	-1.963	-197.06	90.684	0.67144	0	38.4707	0
9	5	1	-2.795	-197.47	59.675	-0.0031	0.38742	-0.1759	22.1976
9	5	2	-2.845	-197.39	59.525	-0.0007	0.2622	-0.0395	15.0231
9	5	3	-2.795	-197.3	59.349	0.00095	0.22718	0.05453	13.0166
9	5	4	-2.745	-197.39	59.479	-0.0016	0.21574	-0.0894	12.361
9	5	5	-2.695	-197.3	59.351	0.00061	0.56239	0.03488	32.2227
9	5	6	-2.645	-197.39	59.49	0.00125	0.30352	0.07146	17.3902
9	5	7	-2.695	-197.47	59.674	0.00095	0	0.05415	0
9	6	1	-2.314	-197.48	32.057	-0.0342	0.24489	-1.9597	14.0309
9	6	2	-2.364	-197.39	31.895	-0.0312	0.05543	-1.7896	3.17577
9	6	3	-2.314	-197.3	31.757	-0.0192	0.31621	-1.0992	18.1173
9	6	4	-2.264	-197.39	31.88	-0.0183	0.32953	-1.0501	18.8804
9	6	5	-2.214	-197.3	31.779	-0.0085	0.06001	-0.4864	3.43848
9	6	6	-2.164	-197.39	31.864	-0.0122	0.29966	-0.6982	17.1695
9	6	7	-2.214	-197.48	32.037	-0.0066	0	-0.3802	0
10	1	1	-171.76	-95.929	179.441	-0.0035	0.40445	-0.2011	23.1732
10	1	2	-171.71	-95.842	179.29	0.0234	0.18724	1.34042	10.7277
10	1	3	-171.61	-95.842	179.179	0.03295	0.26491	1.88767	15.1783
10	1	4	-171.66	-95.929	179.289	0.04538	0.27801	2.6003	15.9289
10	1	5	-171.56	-95.929	179.159	0.05395	0.44841	3.0913	25.6917
10	1	6	-171.61	-96.016	179.273	0.06594	0.34125	3.77793	19.552
10	1	7	-171.71	-96.015	179.406	0.06363	0	3.64551	0
10	2	1	-171.51	-96.293	151.882	-0.0162	0.19524	-0.9263	11.1862
10	2	2	-171.46	-96.207	151.73	-0.0107	0.14643	-0.6153	8.38985
10	2	3	-171.36	-96.207	151.547	-0.0111	0.28144	-0.6359	16.1253
10	2	4	-171.41	-96.294	151.725	-0.002	0.33168	-0.1133	19.0041
10	2	5	-171.32	-96.268	151.549	0.00761	0.08911	0.43603	5.10541
10	2	6	-171.36	-96.38	151.743	0.01008	0.28683	0.57742	16.4342
10	2	7	-171.47	-96.354	151.865	0.01814	0	1.03952	0
