       Tpc     W07B5   -122.765 +/-    0.010   -146.480 +/-    0.010      0.842 +/-    0.010 
       Tpc     W07C2    -78.875 +/-    0.010    -45.879 +/-    0.010      0.842 +/-    0.010 
       Tpc     W07C3   -107.592 +/-    0.010    -62.501 +/-    0.010      0.847 +/-    0.010 
       Tpc     W07C4   -136.564 +/-    0.010    -79.267 +/-    0.010      0.876 +/-    0.010 
       Tpc     W07C5   -165.309 +/-    0.010    -95.887 +/-    0.010      0.861 +/-    0.010 
       Tpc     W08A2    -85.523 +/-    0.010    -31.489 +/-    0.010      0.850 +/-    0.010 
       Tpc     W08A3   -116.902 +/-    0.010    -42.889 +/-    0.010      0.854 +/-    0.010 
       Tpc     W08A4   -147.852 +/-    0.010    -54.204 +/-    0.010      0.894 +/-    0.010 
       Tpc     W08A5   -179.052 +/-    0.010    -65.596 +/-    0.010      0.893 +/-    0.010 
       Tpc     W08B3   -116.894 +/-    0.010    -42.891 +/-    0.010      0.880 +/-    0.010 
       Tpc     W08B4   -147.846 +/-    0.010    -54.205 +/-    0.010      0.907 +/-    0.010 
