   P10ep1.DAT, CH4    09:39:55   28-May-03 N2=64
  ASSM64.DAT   09:36:46   28-May-03 df/dE for CH4, N2=64                
   10.000   16.043   .00071576   .00066692 Z, A, rho                    
   8.6000  287.800  200.000   first E, K-shell & sbb                    
   64    8.6422   1.01089 1.08304E-02  N2, E(1), um, u                  
   ( SABRAr2.DAT   08:55:52   27-May-03 )                               
  18.00  39.9480  .001782  .001661 Z, A, rho                            
     10.600     248.50    1100.00 first E, L-shell & sbb                
   64   10.6312   1.01089 1.08304E-02  N2, E(2), um, u                  
     .000     .000     .050 df/dE coefficients                          
    J  E(J)[eV]     ep(2,J)      ep(1,J)      df/dE(J)
  720 2.08213E+04  1.25253E-11 -1.3745E-09  4.80970E-06
  721 2.10480E+04  1.20265E-11 -1.3448E-09  4.66858E-06
  722 2.12772E+04  1.15475E-11 -1.3159E-09  4.53153E-06
  723 2.15089E+04  1.10886E-11 -1.2875E-09  4.39845E-06
  724 2.17432E+04  1.06469E-11 -1.2598E-09  4.26935E-06
  725 2.19799E+04  1.02232E-11 -1.2326E-09  4.14405E-06
  726 2.22193E+04  9.81596E-12 -1.2061E-09  4.02237E-06
  727 2.24612E+04  9.42483E-12 -1.1801E-09  3.90430E-06
  728 2.27058E+04  9.04986E-12 -1.1547E-09  3.78968E-06
  729 2.29531E+04  8.68963E-12 -1.1298E-09  3.67839E-06
  730 2.32030E+04  8.34366E-12 -1.1055E-09  3.57044E-06
  731 2.34557E+04  8.01145E-12 -1.0817E-09  3.46559E-06
  732 2.37111E+04  7.69255E-12 -1.0584E-09  3.36387E-06
  733 2.39693E+04  7.38624E-12 -1.0356E-09  3.26517E-06
  734 2.42303E+04  7.09223E-12 -1.0133E-09  3.16925E-06
  735 2.44941E+04  6.80982E-12 -9.9149E-10  3.07623E-06
  736 2.47609E+04  6.53871E-12 -9.7014E-10  2.98592E-06
  737 2.50305E+04  6.27839E-12 -9.4926E-10  2.89832E-06
  738 2.53030E+04  6.02848E-12 -9.2883E-10  2.81317E-06
  739 2.55786E+04  5.78843E-12 -9.0884E-10  2.73063E-06
  740 2.58571E+04  5.55806E-12 -8.8928E-10  2.65046E-06
  741 2.61387E+04  5.33676E-12 -8.7014E-10  2.57262E-06
  742 2.64233E+04  5.12432E-12 -8.5141E-10  2.49714E-06
  743 2.67110E+04  4.92030E-12 -8.3309E-10  2.42383E-06
  744 2.70019E+04  4.72443E-12 -8.1517E-10  2.35269E-06
  745 2.72959E+04  4.53635E-12 -7.9763E-10  2.28363E-06
  746 2.75932E+04  4.35568E-12 -7.8047E-10  2.21657E-06
  747 2.78936E+04  4.18235E-12 -7.6367E-10  2.15147E-06
  748 2.81974E+04  4.01582E-12 -7.4725E-10  2.08838E-06
  749 2.85044E+04  3.85596E-12 -7.3117E-10  2.02701E-06
  750 2.88148E+04  3.70247E-12 -7.1544E-10  1.96752E-06
  751 2.91286E+04  3.55503E-12 -7.0006E-10  1.90977E-06
  752 2.94458E+04  3.41346E-12 -6.8500E-10  1.85372E-06
  753 2.97664E+04  3.27761E-12 -6.7027E-10  1.79931E-06
  754 3.00906E+04  3.14710E-12 -6.5585E-10  1.74653E-06
  755 3.04182E+04  3.02183E-12 -6.4175E-10  1.69519E-06
  756 3.07495E+04  2.90155E-12 -6.2795E-10  1.64547E-06
  757 3.10843E+04  2.78597E-12 -6.1445E-10  1.59711E-06
  758 3.14228E+04  2.67510E-12 -6.0124E-10  1.55028E-06
  759 3.17650E+04  2.56858E-12 -5.8831E-10  1.50474E-06
  760 3.21109E+04  2.46630E-12 -5.7566E-10  1.46054E-06
  761 3.24605E+04  2.36810E-12 -5.6328E-10  1.41769E-06
  762 3.28140E+04  2.27388E-12 -5.5118E-10  1.37611E-06
  763 3.31713E+04  2.18339E-12 -5.3933E-10  1.33572E-06
  764 3.35325E+04  2.09641E-12 -5.2773E-10  1.29649E-06
  765 3.38977E+04  2.01296E-12 -5.1639E-10  1.25843E-06
  766 3.42668E+04  1.93287E-12 -5.0529E-10  1.22147E-06
  767 3.46399E+04  1.85586E-12 -4.9443E-10  1.18559E-06
  768 3.50171E+04  1.78200E-12 -4.8381E-10  1.15078E-06
  769 3.53985E+04  1.71105E-12 -4.7341E-10  1.11707E-06
  770 3.57839E+04  1.64290E-12 -4.6324E-10  1.08427E-06
  771 3.61736E+04  1.57755E-12 -4.5328E-10  1.05245E-06
  772 3.65675E+04  1.51476E-12 -4.4354E-10  1.02154E-06
  773 3.69657E+04  1.45439E-12 -4.3401E-10  9.91534E-07
  774 3.73682E+04  1.39655E-12 -4.2469E-10  9.62433E-07
  775 3.77751E+04  1.34091E-12 -4.1556E-10  9.34143E-07
  776 3.81865E+04  1.28750E-12 -4.0663E-10  9.06752E-07
  777 3.86023E+04  1.23628E-12 -3.9790E-10  8.80141E-07
  778 3.90226E+04  1.18705E-12 -3.8935E-10  8.54300E-07
  779 3.94476E+04  1.13980E-12 -3.8099E-10  8.29229E-07
  780 3.98771E+04  1.09447E-12 -3.7280E-10  8.04882E-07
  781 4.03114E+04  1.05085E-12 -3.6479E-10  7.81257E-07
  782 4.07503E+04  1.00904E-12 -3.5696E-10  7.58320E-07
  783 4.11941E+04  9.68862E-13 -3.4929E-10  7.36059E-07
  784 4.16426E+04  9.30308E-13 -3.4179E-10  7.14459E-07
  785 4.20961E+04  8.93255E-13 -3.3445E-10  6.93483E-07
  786 4.25545E+04  8.57686E-13 -3.2726E-10  6.73130E-07
  787 4.30179E+04  8.23543E-13 -3.2024E-10  6.53366E-07
  788 4.34863E+04  7.90756E-13 -3.1336E-10  6.34187E-07
  789 4.39598E+04  7.59283E-13 -3.0663E-10  6.15570E-07
  790 4.44385E+04  7.29050E-13 -3.0005E-10  5.97504E-07
  791 4.49224E+04  7.00027E-13 -2.9360E-10  5.79963E-07
  792 4.54116E+04  6.72164E-13 -2.8730E-10  5.62936E-07
  793 4.59061E+04  6.45406E-13 -2.8113E-10  5.46416E-07
  794 4.64060E+04  6.19706E-13 -2.7509E-10  5.30376E-07
  795 4.69113E+04  5.95038E-13 -2.6919E-10  5.14804E-07
  796 4.74222E+04  5.71347E-13 -2.6341E-10  4.99694E-07
  797 4.79386E+04  5.48606E-13 -2.5775E-10  4.85027E-07
  798 4.84606E+04  5.26762E-13 -2.5222E-10  4.70784E-07
  799 4.89883E+04  5.05795E-13 -2.4680E-10  4.56966E-07
  800 4.95217E+04  4.85661E-13 -2.4151E-10  4.43555E-07
  801 5.00610E+04  4.66324E-13 -2.3632E-10  4.30533E-07
  802 5.06061E+04  4.47755E-13 -2.3125E-10  4.17899E-07
  803 5.11572E+04  4.29937E-13 -2.2629E-10  4.05627E-07
  804 5.17142E+04  4.12817E-13 -2.2143E-10  3.93725E-07
  805 5.22774E+04  3.96384E-13 -2.1668E-10  3.82168E-07
  806 5.28466E+04  3.80603E-13 -2.1202E-10  3.70944E-07
  807 5.34221E+04  3.65455E-13 -2.0747E-10  3.60054E-07
  808 5.40038E+04  3.50905E-13 -2.0302E-10  3.49490E-07
  809 5.45919E+04  3.36933E-13 -1.9866E-10  3.39233E-07
  810 5.51863E+04  3.23523E-13 -1.9440E-10  3.29275E-07
  811 5.57873E+04  3.10638E-13 -1.9023E-10  3.19606E-07
  812 5.63948E+04  2.98277E-13 -1.8615E-10  3.10226E-07
  813 5.70089E+04  2.86397E-13 -1.8215E-10  3.01117E-07
  814 5.76297E+04  2.74994E-13 -1.7824E-10  2.92278E-07
  815 5.82572E+04  2.64055E-13 -1.7442E-10  2.83703E-07
  816 5.88916E+04  2.53542E-13 -1.7067E-10  2.75372E-07
  817 5.95329E+04  2.43443E-13 -1.6701E-10  2.67293E-07
  818 6.01811E+04  2.33752E-13 -1.6343E-10  2.59441E-07
  819 6.08365E+04  2.24450E-13 -1.5992E-10  2.51831E-07
  820 6.14989E+04  2.15511E-13 -1.5649E-10  2.44441E-07
  821 6.21686E+04  2.06932E-13 -1.5313E-10  2.37256E-07
  822 6.28456E+04  1.98698E-13 -1.4985E-10  2.30297E-07
  823 6.35299E+04  1.90790E-13 -1.4663E-10  2.23539E-07
  824 6.42217E+04  1.83190E-13 -1.4349E-10  2.16978E-07
  825 6.49210E+04  1.75897E-13 -1.4041E-10  2.10608E-07
  826 6.56280E+04  1.68894E-13 -1.3740E-10  2.04428E-07
  827 6.63426E+04  1.62170E-13 -1.3445E-10  1.98419E-07
  828 6.70651E+04  1.55719E-13 -1.3156E-10  1.92598E-07
  829 6.77954E+04  1.49521E-13 -1.2874E-10  1.86943E-07
  830 6.85336E+04  1.43568E-13 -1.2598E-10  1.81457E-07
  831 6.92799E+04  1.37849E-13 -1.2328E-10  1.76135E-07
  832 7.00343E+04  1.32366E-13 -1.2063E-10  1.70958E-07
  833 7.07969E+04  1.27091E-13 -1.1804E-10  1.65942E-07
  834 7.15678E+04  1.22033E-13 -1.1551E-10  1.61072E-07
  835 7.23472E+04  1.17174E-13 -1.1303E-10  1.56346E-07
  836 7.31350E+04  1.12514E-13 -1.1061E-10  1.51756E-07
  837 7.39314E+04  1.08036E-13 -1.0824E-10  1.47302E-07
  838 7.47364E+04  1.03729E-13 -1.0592E-10  1.42973E-07
  839 7.55502E+04  9.96024E-14 -1.0364E-10  1.38780E-07
  840 7.63729E+04  9.56401E-14 -1.0142E-10  1.34706E-07
  841 7.72046E+04  9.18313E-14 -9.9245E-11  1.30747E-07
  842 7.80453E+04  8.81739E-14 -9.7117E-11  1.26916E-07
  843 7.88951E+04  8.46641E-14 -9.5034E-11  1.23185E-07
  844 7.97542E+04  8.12939E-14 -9.2995E-11  1.19570E-07
  845 8.06227E+04  7.80575E-14 -9.1001E-11  1.16064E-07
  846 8.15006E+04  7.49496E-14 -8.9049E-11  1.12658E-07
  847 8.23881E+04  7.19665E-14 -8.7139E-11  1.09351E-07
  848 8.32853E+04  6.91012E-14 -8.5271E-11  1.06143E-07
  849 8.41922E+04  6.63506E-14 -8.3442E-11  1.03026E-07
  850 8.51090E+04  6.37088E-14 -8.1652E-11  9.99995E-08
  851 8.60358E+04  6.11726E-14 -7.9901E-11  9.70625E-08
  852 8.69726E+04  5.87379E-14 -7.8188E-11  9.42160E-08
  853 8.79197E+04  5.63992E-14 -7.6511E-11  9.14516E-08
  854 8.88771E+04  5.41544E-14 -7.4870E-11  8.87655E-08
  855 8.98449E+04  5.19984E-14 -7.3265E-11  8.61594E-08
  856 9.08232E+04  4.99283E-14 -7.1694E-11  8.36304E-08
  857 9.18122E+04  4.79406E-14 -7.0156E-11  8.11755E-08
  858 9.28120E+04  4.60325E-14 -6.8652E-11  7.87928E-08
  859 9.38227E+04  4.41995E-14 -6.7180E-11  7.64807E-08
  860 9.48443E+04  4.24406E-14 -6.5739E-11  7.42355E-08
  861 9.58771E+04  4.07506E-14 -6.4330E-11  7.20561E-08
  862 9.69211E+04  3.91283E-14 -6.2950E-11  6.99409E-08
  863 9.79765E+04  3.75713E-14 -6.1601E-11  6.78881E-08
  864 9.90434E+04  3.60749E-14 -6.0280E-11  6.58958E-08
  865 1.00122E+05  3.46390E-14 -5.8987E-11  6.39614E-08
  866 1.01212E+05  3.32602E-14 -5.7722E-11  6.20839E-08
  867 1.02314E+05  3.19366E-14 -5.6485E-11  6.02615E-08
  868 1.03428E+05  3.06646E-14 -5.5274E-11  5.84924E-08
  869 1.04555E+05  2.94441E-14 -5.4089E-11  5.67756E-08
  870 1.05693E+05  2.82716E-14 -5.2929E-11  5.51096E-08
  871 1.06844E+05  2.71460E-14 -5.1794E-11  5.34915E-08
  872 1.08008E+05  2.60658E-14 -5.0684E-11  5.19211E-08
  873 1.09184E+05  2.50281E-14 -4.9597E-11  5.03978E-08
  874 1.10373E+05  2.40320E-14 -4.8534E-11  4.89179E-08
  875 1.11575E+05  2.30749E-14 -4.7493E-11  4.74821E-08
  876 1.12790E+05  2.21565E-14 -4.6475E-11  4.60890E-08
  877 1.14018E+05  2.12745E-14 -4.5478E-11  4.47356E-08
  878 1.15259E+05  2.04276E-14 -4.4503E-11  4.34227E-08
  879 1.16514E+05  1.96143E-14 -4.3549E-11  4.21479E-08
  880 1.17783E+05  1.88336E-14 -4.2616E-11  4.09110E-08
  881 1.19066E+05  1.80835E-14 -4.1702E-11  3.97103E-08
  882 1.20362E+05  1.73642E-14 -4.0808E-11  3.85448E-08
  883 1.21673E+05  1.66732E-14 -3.9933E-11  3.74128E-08
  884 1.22998E+05  1.60091E-14 -3.9077E-11  3.63149E-08
  885 1.24337E+05  1.53722E-14 -3.8239E-11  3.52489E-08
  886 1.25691E+05  1.47597E-14 -3.7420E-11  3.42144E-08
  887 1.27060E+05  1.41725E-14 -3.6617E-11  3.32097E-08
  888 1.28443E+05  1.36081E-14 -3.5832E-11  3.22348E-08
  889 1.29842E+05  1.30661E-14 -3.5064E-11  3.12888E-08
  890 1.31256E+05  1.25459E-14 -3.4313E-11  3.03709E-08
  891 1.32685E+05  1.20465E-14 -3.3577E-11  2.94793E-08
  892 1.34130E+05  1.15670E-14 -3.2857E-11  2.86137E-08
  893 1.35591E+05  1.11065E-14 -3.2153E-11  2.77743E-08
  894 1.37067E+05  1.06650E-14 -3.1464E-11  2.69586E-08
  895 1.38560E+05  1.02399E-14 -3.0789E-11  2.61671E-08
  896 1.40069E+05  9.83268E-15 -3.0129E-11  2.53991E-08
  897 1.41594E+05  9.44102E-15 -2.9483E-11  2.46538E-08
  898 1.43136E+05  9.06552E-15 -2.8851E-11  2.39301E-08
  899 1.44694E+05  8.70436E-15 -2.8233E-11  2.32281E-08
  900 1.46270E+05  8.35780E-15 -2.7628E-11  2.25460E-08
  901 1.47863E+05  8.02518E-15 -2.7035E-11  2.18846E-08
  902 1.49473E+05  7.70564E-15 -2.6456E-11  2.12424E-08
  903 1.51100E+05  7.39895E-15 -2.5889E-11  2.06180E-08
  904 1.52746E+05  7.10440E-15 -2.5334E-11  2.00135E-08
  905 1.54409E+05  6.82159E-15 -2.4791E-11  1.94255E-08
  906 1.56091E+05  6.55001E-15 -2.4259E-11  1.88553E-08
  907 1.57790E+05  6.28929E-15 -2.3739E-11  1.83024E-08
  908 1.59508E+05  6.03888E-15 -2.3231E-11  1.77649E-08
  909 1.61245E+05  5.79850E-15 -2.2733E-11  1.72436E-08
  910 1.63001E+05  5.56772E-15 -2.2245E-11  1.67377E-08
  911 1.64776E+05  5.34608E-15 -2.1769E-11  1.62462E-08
  912 1.66571E+05  5.13322E-15 -2.1302E-11  1.57691E-08
  913 1.68384E+05  4.92884E-15 -2.0845E-11  1.53066E-08
  914 1.70218E+05  4.73271E-15 -2.0399E-11  1.48567E-08
  915 1.72072E+05  4.54428E-15 -1.9961E-11  1.44212E-08
  916 1.73945E+05  4.36335E-15 -1.9534E-11  1.39976E-08
  917 1.75839E+05  4.18965E-15 -1.9115E-11  1.35864E-08
  918 1.77754E+05  4.02291E-15 -1.8705E-11  1.31880E-08
  919 1.79690E+05  3.86280E-15 -1.8304E-11  1.28013E-08
  920 1.81646E+05  3.70901E-15 -1.7912E-11  1.24256E-08
  921 1.83624E+05  3.56136E-15 -1.7528E-11  1.20606E-08
  922 1.85624E+05  3.41961E-15 -1.7152E-11  1.17064E-08
  923 1.87645E+05  3.28346E-15 -1.6785E-11  1.13630E-08
  924 1.89689E+05  3.15273E-15 -1.6425E-11  1.10297E-08
  925 1.91754E+05  3.02726E-15 -1.6073E-11  1.07055E-08
  926 1.93842E+05  2.90676E-15 -1.5728E-11  1.03909E-08
  927 1.95953E+05  2.79106E-15 -1.5391E-11  1.00865E-08
  928 1.98087E+05  2.67988E-15 -1.5061E-11  9.79024E-09
  929 2.00244E+05  2.57321E-15 -1.4739E-11  9.50292E-09
  930 2.02424E+05  2.47081E-15 -1.4423E-11  9.22377E-09
  931 2.04629E+05  2.37247E-15 -1.4114E-11  8.95324E-09
  932 2.06857E+05  2.27804E-15 -1.3811E-11  8.69047E-09
  933 2.09109E+05  2.18730E-15 -1.3515E-11  8.43542E-09
  934 2.11386E+05  2.10026E-15 -1.3225E-11  8.18780E-09
  935 2.13688E+05  2.01668E-15 -1.2942E-11  7.94748E-09
  936 2.16015E+05  1.93635E-15 -1.2665E-11  7.71422E-09
  937 2.18368E+05  1.85927E-15 -1.2393E-11  7.48783E-09
  938 2.20745E+05  1.78527E-15 -1.2128E-11  7.26802E-09
  939 2.23149E+05  1.71417E-15 -1.1868E-11  7.05473E-09
  940 2.25579E+05  1.64595E-15 -1.1613E-11  6.84758E-09
  941 2.28035E+05  1.58047E-15 -1.1364E-11  6.64665E-09
  942 2.30519E+05  1.51750E-15 -1.1121E-11  6.45152E-09
  943 2.33029E+05  1.45716E-15 -1.0883E-11  6.26215E-09
  944 2.35566E+05  1.39909E-15 -1.0649E-11  6.07840E-09
  945 2.38131E+05  1.34345E-15 -1.0421E-11  5.89998E-09
  946 2.40725E+05  1.28990E-15 -1.0198E-11  5.72680E-09
  947 2.43346E+05  1.23859E-15 -9.9792E-12  5.55867E-09
  948 2.45996E+05  1.18931E-15 -9.7653E-12  5.39551E-09
  949 2.48674E+05  1.14190E-15 -9.5561E-12  5.23714E-09
  950 2.51382E+05  1.09648E-15 -9.3513E-12  5.08347E-09
  951 2.54120E+05  1.05280E-15 -9.1509E-12  4.93424E-09
  952 2.56887E+05  1.01090E-15 -8.9547E-12  4.78941E-09
  953 2.59684E+05  9.70653E-16 -8.7628E-12  4.64885E-09
  954 2.62512E+05  9.32020E-16 -8.5750E-12  4.51235E-09
  955 2.65371E+05  8.94942E-16 -8.3913E-12  4.37990E-09
  956 2.68260E+05  8.59311E-16 -8.2114E-12  4.25135E-09
  957 2.71181E+05  8.25105E-16 -8.0355E-12  4.12659E-09
  958 2.74134E+05  7.92259E-16 -7.8632E-12  4.00544E-09
  959 2.77119E+05  7.60724E-16 -7.6947E-12  3.88790E-09
  960 2.80137E+05  7.30438E-16 -7.5298E-12  3.77381E-09
  961 2.83188E+05  7.01362E-16 -7.3685E-12  3.66306E-09
  962 2.86271E+05  6.73446E-16 -7.2106E-12  3.55546E-09
  963 2.89389E+05  6.46633E-16 -7.0560E-12  3.45111E-09
  964 2.92540E+05  6.20896E-16 -6.9048E-12  3.34984E-09
  965 2.95725E+05  5.96183E-16 -6.7568E-12  3.25155E-09
  966 2.98946E+05  5.72446E-16 -6.6120E-12  3.15607E-09
  967 3.02201E+05  5.49658E-16 -6.4703E-12  3.06346E-09
  968 3.05492E+05  5.27775E-16 -6.3317E-12  2.97349E-09
  969 3.08818E+05  5.06769E-16 -6.1960E-12  2.88621E-09
  970 3.12181E+05  4.86597E-16 -6.0632E-12  2.80157E-09
  971 3.15581E+05  4.67229E-16 -5.9333E-12  2.71928E-09
  972 3.19017E+05  4.48631E-16 -5.8061E-12  2.63950E-09
  973 3.22491E+05  4.30764E-16 -5.6817E-12  2.56199E-09
  974 3.26003E+05  4.13621E-16 -5.5599E-12  2.48682E-09
  975 3.29552E+05  3.97158E-16 -5.4408E-12  2.41383E-09
  976 3.33141E+05  3.81345E-16 -5.3242E-12  2.34301E-09
  977 3.36769E+05  3.66165E-16 -5.2101E-12  2.27418E-09
  978 3.40436E+05  3.51593E-16 -5.0984E-12  2.20741E-09
  979 3.44143E+05  3.37589E-16 -4.9892E-12  2.14263E-09
  980 3.47890E+05  3.24155E-16 -4.8823E-12  2.07976E-09
  981 3.51679E+05  3.11247E-16 -4.7776E-12  2.01869E-09
  982 3.55508E+05  2.98862E-16 -4.6753E-12  1.95942E-09
  983 3.59380E+05  2.86967E-16 -4.5751E-12  1.90197E-09
  984 3.63293E+05  2.75542E-16 -4.4770E-12  1.84615E-09
  985 3.67249E+05  2.64569E-16 -4.3811E-12  1.79194E-09
  986 3.71248E+05  2.54039E-16 -4.2872E-12  1.73936E-09
  987 3.75291E+05  2.43925E-16 -4.1953E-12  1.68832E-09
  988 3.79377E+05  2.34219E-16 -4.1054E-12  1.63873E-09
  989 3.83508E+05  2.24893E-16 -4.0174E-12  1.59066E-09
  990 3.87685E+05  2.15937E-16 -3.9313E-12  1.54396E-09
  991 3.91906E+05  2.07343E-16 -3.8471E-12  1.49861E-09
  992 3.96174E+05  1.99093E-16 -3.7647E-12  1.45461E-09
  993 4.00488E+05  1.91169E-16 -3.6840E-12  1.41197E-09
  994 4.04849E+05  1.83552E-16 -3.6050E-12  1.37051E-09
  995 4.09257E+05  1.76251E-16 -3.5278E-12  1.33031E-09
  996 4.13714E+05  1.69233E-16 -3.4522E-12  1.29120E-09
  997 4.18219E+05  1.62493E-16 -3.3782E-12  1.25333E-09
  998 4.22773E+05  1.56024E-16 -3.3058E-12  1.21658E-09
  999 4.27377E+05  1.49819E-16 -3.2350E-12  1.18080E-09
 1000 4.32031E+05  1.43850E-16 -3.1657E-12  1.14620E-09
 1001 4.36735E+05  1.38122E-16 -3.0978E-12  1.11251E-09
 1002 4.41491E+05  1.32632E-16 -3.0314E-12  1.07989E-09
 1003 4.46298E+05  1.27349E-16 -2.9665E-12  1.04818E-09
 1004 4.51158E+05  1.22283E-16 -2.9029E-12  1.01746E-09
 1005 4.56071E+05  1.17408E-16 -2.8407E-12  9.87573E-10
 1006 4.61037E+05  1.12739E-16 -2.7798E-12  9.58564E-10
 1007 4.66058E+05  1.08253E-16 -2.7203E-12  9.30471E-10
 1008 4.71133E+05  1.03938E-16 -2.6620E-12  9.03131E-10
 1009 4.76263E+05  9.98033E-17 -2.6049E-12  8.76620E-10
 1010 4.81449E+05  9.58329E-17 -2.5491E-12  8.50894E-10
 1011 4.86692E+05  9.20156E-17 -2.4945E-12  8.25915E-10
 1012 4.91991E+05  8.83525E-17 -2.4410E-12  8.01677E-10
 1013 4.97349E+05  8.48355E-17 -2.3887E-12  7.78145E-10
 1014 5.02765E+05  8.14586E-17 -2.3375E-12  7.55307E-10
 1015 5.08239E+05  7.82157E-17 -2.2874E-12  7.33138E-10
 1016 5.13774E+05  7.51020E-17 -2.2384E-12  7.11621E-10
 1017 5.19368E+05  7.21123E-17 -2.1904E-12  6.90726E-10
 1018 5.25024E+05  6.92420E-17 -2.1435E-12  6.70453E-10
 1019 5.30741E+05  6.64858E-17 -2.0976E-12  6.50778E-10
 1020 5.36520E+05  6.38389E-17 -2.0526E-12  6.31672E-10
 1021 5.42363E+05  6.12978E-17 -2.0086E-12  6.13134E-10
 1022 5.48269E+05  5.88582E-17 -1.9656E-12  5.95139E-10
 1023 5.54239E+05  5.65145E-17 -1.9235E-12  5.77668E-10
 1024 5.60274E+05  5.42646E-17 -1.8823E-12  5.60711E-10
 1025 5.66375E+05  5.21053E-17 -1.8419E-12  5.44261E-10
 1026 5.72543E+05  5.00312E-17 -1.8025E-12  5.28281E-10
 1027 5.78777E+05  4.80392E-17 -1.7638E-12  5.12778E-10
 1028 5.85080E+05  4.61269E-17 -1.7260E-12  4.97728E-10
 1029 5.91451E+05  4.42906E-17 -1.6890E-12  4.83121E-10
 1030 5.97891E+05  4.25275E-17 -1.6529E-12  4.68938E-10
 1031 6.04402E+05  4.08350E-17 -1.6174E-12  4.55171E-10
 1032 6.10983E+05  3.92095E-17 -1.5828E-12  4.41809E-10
 1033 6.17637E+05  3.76481E-17 -1.5489E-12  4.28845E-10
 1034 6.24362E+05  3.61501E-17 -1.5157E-12  4.16262E-10
 1035 6.31161E+05  3.47110E-17 -1.4832E-12  4.04040E-10
 1036 6.38034E+05  3.33287E-17 -1.4514E-12  3.92178E-10
 1037 6.44982E+05  3.20025E-17 -1.4203E-12  3.80669E-10
 1038 6.52005E+05  3.07281E-17 -1.3899E-12  3.69494E-10
 1039 6.59105E+05  2.95049E-17 -1.3601E-12  3.58654E-10
 1040 6.66282E+05  2.83308E-17 -1.3309E-12  3.48121E-10
 1041 6.73537E+05  2.72028E-17 -1.3024E-12  3.37904E-10
 1042 6.80872E+05  2.61200E-17 -1.2745E-12  3.27984E-10
 1043 6.88286E+05  2.50806E-17 -1.2472E-12  3.18364E-10
 1044 6.95781E+05  2.40820E-17 -1.2205E-12  3.09015E-10
 1045 7.03358E+05  2.31231E-17 -1.1943E-12  2.99944E-10
 1046 7.11017E+05  2.22031E-17 -1.1687E-12  2.91145E-10
 1047 7.18759E+05  2.13194E-17 -1.1437E-12  2.82599E-10
 1048 7.26586E+05  2.04700E-17 -1.1192E-12  2.74307E-10
 1049 7.34498E+05  1.96557E-17 -1.0952E-12  2.66249E-10
 1050 7.42496E+05  1.88734E-17 -1.0717E-12  2.58434E-10
 1051 7.50581E+05  1.81216E-17 -1.0488E-12  2.50854E-10
 1052 7.58755E+05  1.74006E-17 -1.0263E-12  2.43493E-10
 1053 7.67017E+05  1.67078E-17 -1.0043E-12  2.36338E-10
 1054 7.75369E+05  1.60428E-17 -9.8278E-13  2.29409E-10
 1055 7.83812E+05  1.54042E-17 -9.6172E-13  2.22670E-10
 1056 7.92347E+05  1.47909E-17 -9.4111E-13  2.16139E-10
 1057 8.00976E+05  1.42020E-17 -9.2094E-13  2.09788E-10
 1058 8.09698E+05  1.36367E-17 -9.0121E-13  2.03636E-10
 1059 8.18515E+05  1.30939E-17 -8.8190E-13  1.97656E-10
 1060 8.27428E+05  1.25729E-17 -8.6300E-13  1.91856E-10
 1061 8.36438E+05  1.20718E-17 -8.4451E-13  1.86228E-10
 1062 8.45546E+05  1.15913E-17 -8.2641E-13  1.80763E-10
 1063 8.54753E+05  1.11301E-17 -8.0870E-13  1.75452E-10
 1064 8.64061E+05  1.06868E-17 -7.9137E-13  1.70302E-10
 1065 8.73470E+05  1.02616E-17 -7.7441E-13  1.65306E-10
 1066 8.82982E+05  9.85278E-18 -7.5782E-13  1.60456E-10
 1067 8.92597E+05  9.46098E-18 -7.4158E-13  1.55740E-10
 1068 9.02316E+05  9.08477E-18 -7.2569E-13  1.51168E-10
 1069 9.12142E+05  8.72279E-18 -7.1014E-13  1.46733E-10
 1070 9.22074E+05  8.37547E-18 -6.9492E-13  1.42424E-10
 1071 9.32115E+05  8.04205E-18 -6.8003E-13  1.38250E-10
 1072 9.42265E+05  7.72191E-18 -6.6546E-13  1.34194E-10
 1073 9.52526E+05  7.41453E-18 -6.5120E-13  1.30256E-10
 1074 9.62898E+05  7.11936E-18 -6.3725E-13  1.26426E-10
 1075 9.73383E+05  6.83595E-18 -6.2359E-13  1.22721E-10
 1076 9.83983E+05  6.56385E-18 -6.1023E-13  1.19118E-10
 1077 9.94698E+05  6.30261E-18 -5.9715E-13  1.15621E-10
 1078 1.00553E+06  6.05168E-18 -5.8436E-13  1.12225E-10
 1079 1.01648E+06  5.81078E-18 -5.7183E-13  1.08927E-10
 1080 1.02755E+06  5.57948E-18 -5.5958E-13  1.05738E-10
 1081 1.03874E+06  5.35741E-18 -5.4759E-13  1.02631E-10
 1082 1.05005E+06  5.14411E-18 -5.3586E-13  9.96223E-11
 1083 1.06148E+06  4.93930E-18 -5.2437E-13  9.66961E-11
 1084 1.07304E+06  4.74273E-18 -5.1314E-13  9.38589E-11
 1085 1.08473E+06  4.55395E-18 -5.0214E-13  9.11042E-11
 1086 1.09654E+06  4.37267E-18 -4.9138E-13  8.84283E-11
 1087 1.10848E+06  4.19863E-18 -4.8085E-13  8.58328E-11
 1088 1.12055E+06  4.03147E-18 -4.7055E-13  8.33134E-11
 1089 1.13275E+06  3.87099E-18 -4.6047E-13  8.08680E-11
 1090 1.14509E+06  3.71685E-18 -4.5060E-13  7.84939E-11
 1091 1.15755E+06  3.56894E-18 -4.4094E-13  7.61903E-11
 1092 1.17016E+06  3.42684E-18 -4.3149E-13  7.39536E-11
 1093 1.18290E+06  3.29043E-18 -4.2225E-13  7.17837E-11
 1094 1.19578E+06  3.15944E-18 -4.1320E-13  6.96763E-11
 1095 1.20880E+06  3.03370E-18 -4.0435E-13  6.76310E-11
